Experiment ID,Track type,Cell type class,Cell type
SRX646135,NFE2,Blood,Erythroblasts
SRX646136,TAL1,Blood,Erythroblasts
SRX6578928,CTCF,Blood,T cells
SRX6578929,CTCF,Blood,T cells
SRX658606,TAL1,Blood,Hematopoietic Stem Cells
SRX658607,TAL1,Blood,Hematopoietic Stem Cells
SRX6657886,ATF6,Blood,Treg
SRX6657888,ATF6,Blood,Treg
SRX6657890,ATF6,Blood,Treg
SRX6657892,ATF6,Blood,Treg
SRX6657894,ATF6,Blood,Treg
SRX666439,BCL6,Blood,CD4+ T cells
SRX6763471,CHD4,Blood,Macrophages
SRX6763472,CHD4,Blood,Macrophages
SRX6763473,EGR1,Blood,Macrophages
SRX6763474,EGR1,Blood,Macrophages
SRX6763475,EGR1,Blood,Macrophages
SRX6763476,EGR1,Blood,Macrophages
SRX6763478,EGR1,Blood,Monocytes
SRX6813406,ATF4,Blood,CD4+ T cells
SRX6813408,ATF4,Blood,CD4+ T cells
SRX6813410,CEBPB,Blood,CD4+ T cells
SRX687554,HDAC1,Blood,Erythroid progenitors
SRX687555,HDAC2,Blood,Erythroid progenitors
SRX687556,GATA2,Blood,Erythroid progenitors
SRX687557,GATA2,Blood,Erythroid progenitors
SRX6902857,CTCF,Blood,CD34+
SRX6902858,CTCF,Blood,CD34+
SRX6902859,CTCF,Blood,CD34+
SRX6902860,GATA1,Blood,CD34+
SRX6902861,GATA1,Blood,CD34+
SRX6902862,GATA1,Blood,CD34+
SRX690997,PSIP1,Blood,CD4+ T cells
SRX6913093,BRD2,Blood,CD4+ T cells
SRX6913094,BRD2,Blood,CD4+ T cells
SRX6913095,BRD2,Blood,CD4+ T cells
SRX6913096,BRD3,Blood,CD4+ T cells
SRX6913097,BRD3,Blood,CD4+ T cells
SRX6913098,BRD3,Blood,CD4+ T cells
SRX6913099,BRD4,Blood,CD4+ T cells
SRX6913100,BRD4,Blood,CD4+ T cells
SRX6913101,BRD4,Blood,CD4+ T cells
SRX6913102,BRD4,Blood,CD4+ T cells
SRX6944145,FOS,Blood,CD4+ T cells
SRX6944146,FOS,Blood,CD4+ T cells
SRX6944147,JUNB,Blood,CD4+ T cells
SRX6944148,JUNB,Blood,CD4+ T cells
SRX6944149,FOS,Blood,CD4+ T cells
SRX6944150,FOS,Blood,CD4+ T cells
SRX6944151,FOS,Blood,CD4+ T cells
SRX6944152,JUNB,Blood,CD4+ T cells
SRX6944153,JUNB,Blood,CD4+ T cells
SRX6944154,JUNB,Blood,CD4+ T cells
SRX6944155,NFATC2,Blood,CD4+ T cells
SRX6944156,NFATC2,Blood,CD4+ T cells
SRX6944157,NFATC2,Blood,CD4+ T cells
SRX697735,PRKCQ,Blood,CD4+ T cells
SRX697736,PRKCQ,Blood,CD4+ T cells
SRX697737,PRKCQ,Blood,CD4+ T cells
SRX697738,PRKCQ,Blood,CD4+ T cells
SRX7031580,EGR1,Blood,CD34+
SRX7031581,EGR1,Blood,Monocytes
SRX7031582,EGR1,Blood,Monocytes
SRX7031583,EGR1,Blood,Monocytes
SRX7044869,MAZ,Blood,Erythroid Cells
SRX716944,NR3C1,Blood,Macrophages
SRX735289,TBX21,Blood,Th1 Cells
SRX7428070,XBP1,Blood,Plasmablasts
SRX7428073,CTCF,Blood,Memory B cells
SRX7428079,IRF4,Blood,Memory B cells
SRX7509460,CTCF,Blood,Peyers Patches
SRX7509461,CTCF,Blood,Peyers Patches
SRX7509469,CTCF,Blood,Peyers Patches
SRX7509470,CTCF,Blood,Peyers Patches
SRX751541,NOTCH1,Blood,CD34 Hematopoietic stem cells
SRX7584817,ATF4,Blood,Erythroblasts
SRX7584818,ATF4,Blood,Erythroblasts
SRX7756142,VDR,Blood,Monocytes
SRX7756143,VDR,Blood,Monocytes
SRX7756145,VDR,Blood,Dendritic Cells
SRX7756146,VDR,Blood,Dendritic Cells
SRX7756148,VDR,Blood,Dendritic Cells
SRX7756149,VDR,Blood,Dendritic Cells
SRX7894794,ETS1,Blood,CD4+ T cells
SRX7902977,EGR1,Blood,Monocytes
SRX7902978,EGR1,Blood,Macrophages
SRX7902979,EGR1,Blood,Macrophages
SRX7902980,EGR1,Blood,Macrophages
SRX7902981,EGR1,Blood,Macrophages
SRX7902982,EGR1,Blood,Macrophages
SRX7902983,EGR1,Blood,CD34+
SRX7902984,EGR1,Blood,Monocytes
SRX7902985,EGR1,Blood,Monocytes
SRX7971771,STAT3,Blood,Th2 Cells
SRX7971772,STAT3,Blood,Th2 Cells
SRX7971773,STAT3,Blood,Th2 Cells
SRX7971775,STAT3,Blood,Th2 Cells
SRX7971776,STAT3,Blood,Th2 Cells
SRX7971779,STAT3,Blood,Th2 Cells
SRX7971780,STAT3,Blood,Th2 Cells
SRX7971781,STAT3,Blood,Th2 Cells
SRX8064814,E2F6,Blood,Lymphoblastoid cell line
SRX8064815,E2F6,Blood,Lymphoblastoid cell line
SRX8064816,E2F1,Blood,Lymphoblastoid cell line
SRX8064817,E2F1,Blood,Lymphoblastoid cell line
SRX8064818,RB1,Blood,Lymphoblastoid cell line
SRX8064820,RB1,Blood,Lymphoblastoid cell line
SRX8064821,HDAC1,Blood,Lymphoblastoid cell line
SRX8064822,HDAC1,Blood,Lymphoblastoid cell line
SRX8064823,HDAC2,Blood,Lymphoblastoid cell line
SRX8064824,HDAC2,Blood,Lymphoblastoid cell line
SRX8180619,HIF1A,Blood,Peripheral blood mononuclear cells
SRX8180621,HIF1A,Blood,Peripheral blood mononuclear cells
SRX831872,STAT5B,Blood,CD8+ T cells
SRX831873,STAT5B,Blood,CD8+ T cells
SRX831874,STAT5B,Blood,CD8+ T cells
SRX831875,STAT5B,Blood,CD8+ T cells
SRX831876,STAT5B,Blood,CD8+ T cells
SRX831877,STAT5B,Blood,CD8+ T cells
SRX831878,STAT5B,Blood,CD8+ T cells
SRX831879,STAT5B,Blood,CD8+ T cells
SRX831880,STAT5B,Blood,CD8+ T cells
SRX831881,STAT5B,Blood,CD8+ T cells
SRX8418557,KMT2A,Blood,Bone Marrow Cells
SRX8418558,AFF1,Blood,Bone Marrow Cells
SRX8453140,AR,Blood,Lymph Nodes
SRX8453142,AR,Blood,Lymph Nodes
SRX8453144,CTCF,Blood,Lymph Nodes
SRX8453145,CTCF,Blood,Lymph Nodes
SRX8453147,FOXA1,Blood,Lymph Nodes
SRX8453149,FOXA1,Blood,Lymph Nodes
SRX8468846,IRF4,Blood,B cells
SRX8468848,IRF4,Blood,B cells
SRX850667,BCL6,Blood,CD4+ T cells
SRX8536088,RUNX1,Blood,CD34+
SRX8536089,RUNX1T1,Blood,CD34+
SRX8536090,RUNX1T1,Blood,CD34+
SRX8536091,JUND,Blood,CD34+
SRX8536092,JUND,Blood,CD34+
SRX8536093,GATA2,Blood,CD34+
SRX8536094,GATA2,Blood,CD34+
SRX8536095,RUNX1,Blood,CD34+
SRX8664961,ATF4,Blood,Erythroblasts
SRX8664962,ATF4,Blood,Erythroblasts
SRX8806010,ZNF410,Blood,CD34+
SRX8806011,ZNF410,Blood,CD34+
SRX8841617,CTCF,Blood,Lymphoblasts
SRX8841619,CTCF,Blood,Lymphoblasts
SRX8841621,CTCF,Blood,Lymphoblasts
SRX8841623,CTCF,Blood,Lymphoblasts
SRX8841625,RAD21,Blood,Lymphoblasts
SRX8841627,RAD21,Blood,Lymphoblasts
SRX8841629,RAD21,Blood,Lymphoblasts
SRX8841631,RAD21,Blood,Lymphoblasts
SRX885891,CEBPB,Blood,Macrophages
SRX885892,CEBPB,Blood,Macrophages
SRX885893,CEBPB,Blood,Macrophages
SRX885894,CEBPB,Blood,Macrophages
SRX885895,CEBPB,Blood,Macrophages
SRX885896,CEBPB,Blood,Macrophages
SRX885897,CEBPB,Blood,Macrophages
SRX885898,CEBPB,Blood,Macrophages
SRX9029194,CEBPB,Blood,Neutrophils
SRX9029195,CEBPB,Blood,Neutrophils
SRX9029196,SPI1,Blood,Neutrophils
SRX9029197,SPI1,Blood,Neutrophils
SRX9029198,POU2F2,Blood,Neutrophils
SRX9029199,POU2F2,Blood,Neutrophils
SRX9029200,POU2F2,Blood,Monocytes-CD14+
SRX9029201,POU2F2,Blood,Monocytes-CD14+
SRX9029206,CEBPB,Blood,Neutrophils
SRX9029207,CEBPB,Blood,Neutrophils
SRX9029208,SPI1,Blood,Neutrophils
SRX9029209,SPI1,Blood,Neutrophils
SRX9029210,POU2F2,Blood,Neutrophils
SRX9029211,POU2F2,Blood,Neutrophils
SRX9029212,POU2F2,Blood,Monocytes-CD14+
SRX9029213,POU2F2,Blood,Monocytes-CD14+
SRX9045664,TP53,Blood,Erythroblasts
SRX9045665,TP53,Blood,Erythroblasts
SRX9279232,EGR1,Blood,Macrophages
SRX9345714,CTCF,Blood,Erythroid Cells
SRX9345715,CTCF,Blood,Erythroid Cells
SRX9345716,CTCF,Blood,Erythroid Cells
SRX9345717,CTCF,Blood,Erythroid Cells
SRX9345718,CTCF,Blood,Erythroid Cells
SRX9345719,CTCF,Blood,Erythroid Cells
SRX9531405,SREBF1,Blood,Dendritic Cells
SRX9531406,SREBF1,Blood,Dendritic Cells
SRX9531407,SREBF1,Blood,Dendritic Cells
SRX9531411,SREBF1,Blood,Dendritic Cells
SRX9531412,SREBF1,Blood,Dendritic Cells
SRX9531413,SREBF1,Blood,Dendritic Cells
SRX9531417,SREBF1,Blood,Dendritic Cells
SRX9531418,SREBF1,Blood,Dendritic Cells
SRX9531419,SREBF1,Blood,Dendritic Cells
SRX9534426,POU2AF1,Blood,Tonsil germinal center cells
SRX9534427,POU2AF1,Blood,Tonsil germinal center cells
SRX965494,STAT3,Blood,Th17 Cells
SRX976241,KMT2D,Blood,B cells
SRX976244,KMT2D,Blood,B cells
SRX9867029,CTCF,Blood,CD4+ T cells
SRX9867030,CTCF,Blood,CD8+ T cells
SRX9867031,CTCF,Blood,CD8+ T cells
SRX9867034,CTCF,Blood,Monocytes
SRX9867035,CTCF,Blood,Monocytes
SRX9867040,CTCF,Blood,CD4+ T cells
SRX995496,CTCF,Blood,Hematopoietic Stem Cells
SRX995497,STAG1,Blood,Hematopoietic Stem Cells
SRX995500,CTCF,Blood,Erythroid Cells
SRX995501,STAG1,Blood,Erythroid Cells
SRX067535,CTCF,Bone,Osteobl
SRX10976683,CTCF,Bone,Chondrocytes
SRX10976684,CTCF,Bone,Chondrocytes
SRX10976685,CTCF,Bone,Chondrocytes
SRX10976686,CTCF,Bone,Chondrocytes
SRX10977145,CTCF,Bone,Osteocytes
SRX10977146,CTCF,Bone,Osteocytes
SRX10977147,CTCF,Bone,Osteocytes
SRX10977148,CTCF,Bone,Osteocytes
SRX10977149,CTCF,Bone,Osteocytes
SRX11157743,AAV Rep68,Bone,Osteosarcoma
SRX11157744,AAV Rep68,Bone,Osteosarcoma
SRX11157745,AAV Rep68,Bone,Osteosarcoma
SRX11157746,AAV Rep68,Bone,Osteosarcoma
SRX11157752,AAV Rep68,Bone,Osteosarcoma
SRX11157753,AAV Rep68,Bone,Osteosarcoma
SRX11157754,AAV Rep68,Bone,Osteosarcoma
SRX11157755,AAV Rep68,Bone,Osteosarcoma
SRX1823797,BRD4,Bone,Osteoblasts
SRX1823798,BRD4,Bone,Osteoblasts
SRX1823799,BRD4,Bone,Osteoblasts
SRX1823800,BRD4,Bone,Osteoblasts
SRX1823801,BRD4,Bone,Osteoblasts
SRX1823802,BRD4,Bone,Osteoblasts
SRX1823809,CEBPB,Bone,Osteoblasts
SRX1823810,CEBPB,Bone,Osteoblasts
SRX1823811,FOSL2,Bone,Osteoblasts
SRX1823812,FOSL2,Bone,Osteoblasts
SRX1823813,JUND,Bone,Osteoblasts
SRX1823814,JUND,Bone,Osteoblasts
SRX1823815,TEAD1,Bone,Osteoblasts
SRX1823816,TEAD1,Bone,Osteoblasts
SRX1823817,STAT3,Bone,Osteoblasts
SRX1823818,STAT3,Bone,Osteoblasts
SRX186710,EP300,Bone,Osteobl
SRX19538279,TP53,Bone,Osteoblasts
SRX19538280,TP53,Bone,Osteoblasts
SRX19538281,TP53,Bone,Osteoblasts
SRX19538282,TP53,Bone,Osteoblasts
SRX2268292,CHD1,Bone,Osteoblasts
SRX2941475,PBXIP1,Bone,Chondrocytes
SRX2941476,PBXIP1,Bone,Chondrocytes
SRX2990553,GLI1,Bone,Chondrosarcoma
SRX2990554,GLI2,Bone,Chondrosarcoma
SRX7587157,FOXO1,Bone,Chondrocytes
SRX7587158,FOXO1,Bone,Chondrocytes
SRX7587159,FOXO1,Bone,Chondrocytes
SRX7730449,RB1,Bone,Osteoblasts
SRX7730450,E2F3,Bone,Osteoblasts
ERX2242375,BCL11A,Breast,Breast cells
ERX2242379,BCL11A,Breast,Mammary epithelial cells
ERX2242380,CHD8,Breast,Mammary epithelial cells
ERX2242381,ARID1A,Breast,Mammary epithelial cells
ERX2242385,BCL11A,Breast,Mammary epithelial cells
ERX2242386,CHD8,Breast,Mammary epithelial cells
ERX2242387,ARID1A,Breast,Mammary epithelial cells
ERX2242391,BCL11A,Breast,Mammary epithelial cells
ERX2242392,CHD8,Breast,Mammary epithelial cells
ERX2242393,ARID1A,Breast,Mammary epithelial cells
ERX2242397,BCL11A,Breast,Mammary epithelial cells
ERX2242398,CHD8,Breast,Mammary epithelial cells
ERX2242399,ARID1A,Breast,Mammary epithelial cells
ERX2242403,BCL11A,Breast,Mammary epithelial cells
ERX2242404,CHD8,Breast,Mammary epithelial cells
ERX2242405,BCL11A,Breast,Mammary epithelial cells
ERX2242406,CHD8,Breast,Mammary epithelial cells
ERX2242409,ARID1A,Breast,Mammary epithelial cells
ERX2242411,ARID1A,Breast,Mammary epithelial cells
ERX2242414,ARID1A,Breast,Mammary epithelial cells
ERX2666242,ARID1A,Breast,Mammary epithelial cells
ERX371659,BCL11A,Breast,Mammary epithelial cells
ERX371660,BRD4,Breast,Mammary epithelial cells
ERX371663,BCL11A,Breast,Mammary epithelial cells
ERX371664,BRD4,Breast,Mammary epithelial cells
ERX371667,BCL11A,Breast,Mammary epithelial cells
ERX371668,BRD4,Breast,Mammary epithelial cells
ERX371671,BRD4,Breast,Mammary epithelial cells
ERX371674,BCL11A,Breast,Mammary epithelial cells
ERX371675,BRD4,Breast,Mammary epithelial cells
ERX371678,BCL11A,Breast,Mammary epithelial cells
ERX371679,BRD4,Breast,Mammary epithelial cells
ERX371682,BCL11A,Breast,Mammary epithelial cells
ERX371683,BRD4,Breast,Mammary epithelial cells
ERX371686,BRD4,Breast,Mammary epithelial cells
ERX371689,BCL11A,Breast,Mammary epithelial cells
ERX371690,BRD4,Breast,Mammary epithelial cells
ERX371693,BCL11A,Breast,Mammary epithelial cells
ERX371694,BRD4,Breast,Mammary epithelial cells
ERX371697,BCL11A,Breast,Mammary epithelial cells
ERX371698,BRD4,Breast,Mammary epithelial cells
ERX371701,BRD4,Breast,Mammary epithelial cells
ERX371704,BCL11A,Breast,Mammary epithelial cells
ERX371705,BRD4,Breast,Mammary epithelial cells
ERX371708,BCL11A,Breast,Mammary epithelial cells
ERX371709,BRD4,Breast,Mammary epithelial cells
ERX371712,BCL11A,Breast,Mammary epithelial cells
ERX371713,BRD4,Breast,Mammary epithelial cells
ERX371716,BRD4,Breast,Mammary epithelial cells
SRX10142196,CTCF,Breast,Mammary epithelial cells
SRX10142197,CTCF,Breast,Mammary epithelial cells
SRX10142198,CTCF,Breast,Breast luminal cells
SRX10142199,CTCF,Breast,Breast luminal cells
SRX10142200,CTCF,Breast,Breast luminal cells
SRX10142201,CTCF,Breast,Breast luminal cells
SRX10399318,RBM39,Breast,Breast epithelium
SRX10399319,RBM39,Breast,Breast epithelium
SRX10399320,KMT2A,Breast,Breast epithelium
SRX10399321,KMT2A,Breast,Breast epithelium
SRX14812502,TP53,Breast,Mammary epithelial cells
SRX14812503,TP53,Breast,Mammary epithelial cells
SRX2109209,MYC,Breast,Mammary epithelial cells
SRX2109214,MYC,Breast,Mammary epithelial cells
SRX2109219,MYC,Breast,Mammary epithelial cells
SRX2642968,NELFA,Breast,Breast cells
SRX3322196,EP300,Breast,Breast epithelium
SRX3322208,CTCF,Breast,Breast epithelium
SRX3322347,EP300,Breast,Breast epithelium
SRX3322356,EP300,Breast,Breast epithelium
SRX3322437,CTCF,Breast,Breast epithelium
SRX3322541,EP300,Breast,Breast epithelium
SRX3322593,CTCF,Breast,Breast epithelium
SRX3734314,TP63,Breast,Mammary glands
SRX3734319,TP63,Breast,Mammary glands
SRX3734320,TP53,Breast,Mammary glands
SRX3734321,TP53,Breast,Mammary glands
SRX396568,CBX6,Breast,Breast cells
SRX396569,CBX7,Breast,Breast cells
SRX396570,CBX8,Breast,Breast cells
SRX396572,RING1,Breast,Breast cells
SRX396573,RNF2,Breast,Breast cells
SRX7098802,CTCF,Breast,Mammary epithelial cells
SRX7098803,CTCF,Breast,Mammary epithelial cells
SRX7098804,CTCF,Breast,Mammary epithelial cells
SRX7098805,CTCF,Breast,Mammary epithelial cells
SRX7098806,CTCF,Breast,Mammary epithelial cells
SRX7642859,RBM39,Breast,Mammary epithelial cells
SRX7642860,RBM39,Breast,Mammary epithelial cells
SRX7642861,KMT2A,Breast,Mammary epithelial cells
SRX7642862,KMT2A,Breast,Mammary epithelial cells
SRX8537730,ESR1,Breast,PE1B
SRX8537744,FOXA1,Breast,PE1B
SRX099628,EP300,Cardiovascular,Heart
SRX099629,EP300,Cardiovascular,Heart
SRX10475435,CTCF,Cardiovascular,Left ventricle
SRX10475436,CTCF,Cardiovascular,Left ventricle
SRX10476797,CTCF,Cardiovascular,Left ventricle
SRX10476798,CTCF,Cardiovascular,Left ventricle
SRX10478144,CTCF,Cardiovascular,Left ventricle
SRX10478145,CTCF,Cardiovascular,Left ventricle
SRX10976184,CTCF,Cardiovascular,Endothelial Cells
SRX10976185,CTCF,Cardiovascular,Endothelial Cells
SRX10976744,CTCF,Cardiovascular,Left ventricle
SRX10976745,CTCF,Cardiovascular,Left ventricle
SRX10976905,CTCF,Cardiovascular,Right ventricle
SRX10976906,CTCF,Cardiovascular,Right ventricle
SRX10977387,CTCF,Cardiovascular,Right ventricle
SRX10977388,CTCF,Cardiovascular,Right ventricle
SRX11515984,SMARCA4,Cardiovascular,Aortic smooth muscle cells
SRX11515992,SMARCA4,Cardiovascular,Aortic smooth muscle cells
SRX13005477,CTCF,Cardiovascular,Right ventricle
SRX13005478,CTCF,Cardiovascular,Right ventricle
SRX13006678,CTCF,Cardiovascular,Left ventricle
SRX13006679,CTCF,Cardiovascular,Left ventricle
SRX13006718,CTCF,Cardiovascular,Left ventricle
SRX13006719,CTCF,Cardiovascular,Left ventricle
SRX13006720,CTCF,Cardiovascular,Left ventricle
SRX13006721,CTCF,Cardiovascular,Left ventricle
SRX13006771,CTCF,Cardiovascular,Right ventricle
SRX13006772,CTCF,Cardiovascular,Right ventricle
SRX13007592,CTCF,Cardiovascular,Right ventricle
SRX13007593,CTCF,Cardiovascular,Right ventricle
SRX13007647,CTCF,Cardiovascular,Left ventricle
SRX13007648,CTCF,Cardiovascular,Left ventricle
SRX13007981,CTCF,Cardiovascular,Right ventricle
SRX13007982,CTCF,Cardiovascular,Right ventricle
SRX13007993,CTCF,Cardiovascular,Right ventricle
SRX13007994,CTCF,Cardiovascular,Right ventricle
SRX13008747,CTCF,Cardiovascular,Left ventricle
SRX13008748,CTCF,Cardiovascular,Left ventricle
SRX13008809,CTCF,Cardiovascular,Left ventricle
SRX13008810,CTCF,Cardiovascular,Left ventricle
SRX13009141,CTCF,Cardiovascular,Left ventricle
SRX13009142,CTCF,Cardiovascular,Left ventricle
SRX13009184,CTCF,Cardiovascular,Right ventricle
SRX13009185,CTCF,Cardiovascular,Right ventricle
SRX13009190,CTCF,Cardiovascular,Left ventricle
SRX13009191,CTCF,Cardiovascular,Left ventricle
SRX13009263,CTCF,Cardiovascular,Right ventricle
SRX13009264,CTCF,Cardiovascular,Right ventricle
SRX13273914,KDM1A,Cardiovascular,Cardiomyocytes
SRX13273917,KDM1A,Cardiovascular,Cardiomyocytes
SRX13273920,KDM1A,Cardiovascular,Cardiomyocytes
SRX1548204,E2F1,Cardiovascular,Wharton Jelly
SRX1548205,E2F1,Cardiovascular,Wharton Jelly
SRX1548206,E2F1,Cardiovascular,Wharton Jelly
SRX1548207,E2F1,Cardiovascular,Wharton Jelly
SRX1548208,E2F1,Cardiovascular,Wharton Jelly
SRX1548209,E2F1,Cardiovascular,Wharton Jelly
SRX16495588,CTCF,Cardiovascular,Right ventricle
SRX16495589,CTCF,Cardiovascular,Right ventricle
SRX16499925,CTCF,Cardiovascular,Left ventricle
SRX16499926,CTCF,Cardiovascular,Left ventricle
SRX20871832,IRX2,Cardiovascular,Cardiac fibroblasts
SRX20871833,IRX2,Cardiovascular,Cardiac fibroblasts
SRX2343922,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343923,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343924,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343925,NOTCH1,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343934,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343935,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343936,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX2343937,EP300,Cardiovascular,Large pulmonary artery endothelial cells
SRX23548768,TP53,Cardiovascular,Vascular smooth muscle cells
SRX23548770,TP53,Cardiovascular,Vascular smooth muscle cells
SRX244128,TAL1,Cardiovascular,Primary endothelial cells
SRX2671792,EP300,Cardiovascular,Cardiac progenitor cells
SRX2671799,EP300,Cardiovascular,Endothelial Cells
SRX2671829,EP300,Cardiovascular,Cardiac progenitor cells
SRX2671836,EP300,Cardiovascular,Endothelial Cells
SRX285599,NOTCH1,Cardiovascular,Aortic valve endothelial cells
SRX3040156,STAG1,Cardiovascular,Coronary artery endothelial cells
SRX3040157,STAG2,Cardiovascular,Coronary artery endothelial cells
SRX3040158,SMC1A,Cardiovascular,Coronary artery endothelial cells
SRX3322596,CTCF,Cardiovascular,Tibial Arteries
SRX3322851,CTCF,Cardiovascular,Aorta
SRX3847778,SMAD2,Cardiovascular,Aortic smooth muscle cells
SRX3847781,SMAD2,Cardiovascular,Aortic smooth muscle cells
SRX393516,TAL1,Cardiovascular,Primary endothelial cells
SRX393518,TAL1,Cardiovascular,Primary endothelial cells
SRX4734150,SMARCA4,Cardiovascular,Smooth muscle cells
SRX4734151,HDAC9,Cardiovascular,Smooth muscle cells
SRX4797395,LMNA,Cardiovascular,Myocytes
SRX4797397,LMNA,Cardiovascular,Myocytes
SRX4797399,LMNA,Cardiovascular,Myocytes
SRX4797401,LMNA,Cardiovascular,Myocytes
SRX4797403,LMNA,Cardiovascular,Myocytes
SRX4797405,LMNA,Cardiovascular,Myocytes
SRX4797407,LMNA,Cardiovascular,Myocytes
SRX4797409,LMNA,Cardiovascular,Myocytes
SRX4797411,LMNA,Cardiovascular,Myocytes
SRX4797413,LMNA,Cardiovascular,Myocytes
SRX503335,KSHV LANA,Cardiovascular,BEC
SRX503336,KSHV LANA,Cardiovascular,BEC
SRX5090166,CTCF,Cardiovascular,Myocytes
SRX5457151,CTCF,Cardiovascular,Left ventricle
SRX5457197,CTCF,Cardiovascular,Right atrium auricular region
SRX5457275,CTCF,Cardiovascular,Aorta
SRX5457276,CTCF,Cardiovascular,Aorta
SRX5457329,CTCF,Cardiovascular,Coronary artery cells
SRX5457395,CTCF,Cardiovascular,Left ventricle
SRX6476497,SMAD2,Cardiovascular,Aortic smooth muscle cells
SRX6476500,SMAD2,Cardiovascular,Aortic smooth muscle cells
SRX6860609,TFEB,Cardiovascular,Aortic smooth muscle cells
SRX6969884,CHD6,Cardiovascular,Cardiomyocytes
SRX6969885,CHD6,Cardiovascular,Cardiomyocytes
SRX7089148,CTCF,Cardiovascular,Tibial Arteries
SRX7089149,CTCF,Cardiovascular,Tibial Arteries
SRX7089226,CTCF,Cardiovascular,Right atrium auricular region
SRX7089227,CTCF,Cardiovascular,Right atrium auricular region
SRX7089228,CTCF,Cardiovascular,Right atrium auricular region
SRX7299332,TCF21,Cardiovascular,Coronary artery smooth muscle
SRX7509400,CTCF,Cardiovascular,Right atrium auricular region
SRX7509413,CTCF,Cardiovascular,Coronary artery cells
SRX7509463,CTCF,Cardiovascular,Aorta
SRX7509464,CTCF,Cardiovascular,Aorta
SRX7509663,CTCF,Cardiovascular,Aorta
SRX7826472,YAP1,Cardiovascular,Coronary artery endothelial cells
SRX7826475,YAP1,Cardiovascular,Coronary artery endothelial cells
SRX8588623,SMARCA4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588624,SMARCA4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588625,SMARCA4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588626,SMARCA4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588639,KLF4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588640,KLF4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588641,KLF4,Cardiovascular,Pulmonary artery endothelial cells
SRX8588642,KLF4,Cardiovascular,Pulmonary artery endothelial cells
SRX8631024,SMARCA4,Cardiovascular,Aortic smooth muscle cells
SRX8631029,SMARCA4,Cardiovascular,Aortic smooth muscle cells
SRX10475459,CTCF,Digestive tract,Colon
SRX10475460,CTCF,Digestive tract,Colon
SRX10475461,CTCF,Digestive tract,Colon
SRX10475462,CTCF,Digestive tract,Colon
SRX10977245,CTCF,Digestive tract,Stomach
SRX10977246,CTCF,Digestive tract,Stomach
SRX16495370,CTCF,Digestive tract,Colonic mucosa
SRX16495371,CTCF,Digestive tract,Colonic mucosa
SRX16498416,CTCF,Digestive tract,Colonic mucosa
SRX16498417,CTCF,Digestive tract,Colonic mucosa
SRX3321887,EP300,Digestive tract,Gastroesophageal sphincter
SRX3321913,CTCF,Digestive tract,Esophagus squamous epithelium
SRX3321947,EP300,Digestive tract,Esophagus muscularis mucosa
SRX3322024,CTCF,Digestive tract,Colon
SRX3322054,EP300,Digestive tract,Stomach
SRX3322055,CTCF,Digestive tract,Stomach
SRX3322085,CTCF,Digestive tract,Gastroesophageal sphincter
SRX3322106,EP300,Digestive tract,Colon
SRX3322246,EP300,Digestive tract,Colon
SRX3322272,CTCF,Digestive tract,Stomach
SRX3322281,CTCF,Digestive tract,Colon
SRX3322325,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX3322337,CTCF,Digestive tract,Colon
SRX3322380,EP300,Digestive tract,Esophagus muscularis mucosa
SRX3322381,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX3322426,CTCF,Digestive tract,Gastroesophageal sphincter
SRX3322453,CTCF,Digestive tract,Esophagus squamous epithelium
SRX3322553,EP300,Digestive tract,Stomach
SRX3322590,CTCF,Digestive tract,Stomach
SRX3322605,EP300,Digestive tract,Gastroesophageal sphincter
SRX3322613,CTCF,Digestive tract,Esophagus muscularis mucosa
SRX3322649,EP300,Digestive tract,Stomach
SRX3322685,EP300,Digestive tract,Gastroesophageal sphincter
SRX3322704,EP300,Digestive tract,Colon
SRX3322750,CTCF,Digestive tract,Colon
SRX3322766,EP300,Digestive tract,Colon
SRX3322792,CTCF,Digestive tract,Colon
SRX3322864,CTCF,Digestive tract,Esophagus squamous epithelium
SRX3322999,CTCF,Digestive tract,Esophagus squamous epithelium
SRX3323014,EP300,Digestive tract,Esophagus muscularis mucosa
SRX3323016,CTCF,Digestive tract,Stomach
SRX3323072,EP300,Digestive tract,Esophagus muscularis mucosa
SRX5457293,CTCF,Digestive tract,Gastroesophageal sphincter
SRX5457362,CTCF,Digestive tract,Gastroesophageal sphincter
SRX7509196,CTCF,Digestive tract,Stomach
SRX7509197,CTCF,Digestive tract,Stomach
