Experimental ID,Track type,Cell type class,Cell type
SRX10198027,Epitope tags,Bone,A-673
SRX10198030,FLI1,Bone,A-673
SRX10198031,Epitope tags,Bone,A-673
SRX10198034,FLI1,Bone,A-673
SRX10198035,Epitope tags,Kidney,293
SRX10198038,Epitope tags,Kidney,293
SRX10206211,RAD21,Blood,Monocytes
SRX10206213,ZBTB3,Blood,Monocytes
SRX10206214,CTCF,Blood,Monocytes
SRX10218286,GATA1,Blood,HUDEP-2
SRX10218287,GATA1,Blood,HUDEP-2
SRX10218288,GATA1,Blood,HUDEP-2
SRX10218289,GATA1,Blood,HUDEP-2
SRX10218291,GATA1,Blood,HUDEP-2
SRX10218292,GATA1,Blood,HUDEP-2
SRX10223846,HNRNPK,Digestive tract,HCT 116
SRX10223848,HNRNPK,Digestive tract,HCT 116
SRX10223850,HNRNPK,Digestive tract,HCT 116
SRX10223851,HNRNPK,Digestive tract,HCT 116
SRX10223853,HNRNPK,Digestive tract,HCT 116
SRX10223855,HNRNPK,Digestive tract,HCT 116
SRX1023790,SPI1,Blood,Macrophages
SRX1023791,SPI1,Blood,Macrophages
SRX1023792,SPI1,Blood,Macrophages
SRX1023793,SPI1,Blood,Macrophages
SRX1023794,SPI1,Blood,Macrophages
SRX1023795,SPI1,Blood,Macrophages
SRX1023796,SPI1,Blood,Macrophages
SRX1023797,SPI1,Blood,Macrophages
SRX10239456,YTHDC1,Breast,MCF-7
SRX10239457,GFP,Breast,MCF-7
SRX10239458,GFP,Breast,MCF-7
SRX10239459,YTHDC1,Breast,MCF-7
SRX10239460,YTHDC1,Breast,MCF-7
SRX10239461,YTHDC1,Breast,MCF-7
SRX10239462,YTHDC1,Breast,MCF-7
SRX1024932,AGO2,Blood,K-562
SRX1024933,AGO2,Blood,K-562
SRX1024934,AGO2,Blood,K-562
SRX1024935,AGO2,Blood,K-562
SRX1024936,AGO2,Blood,K-562
SRX1026678,CTCF,Pancreas,PANC-1
SRX1026679,CTCF,Pancreas,PANC-1
SRX1026680,CTCF,Pancreas,PANC-1
SRX1026681,CTCF,Pancreas,PANC-1
SRX10271387,NR3C1,Pluripotent stem cell,iPSC derived hepatocytes
SRX10271388,NR3C1,Pluripotent stem cell,iPSC derived hepatocytes
SRX1027437,CEBPB,Others,Mesenchymal stem cells
SRX1027438,CEBPB,Others,Mesenchymal stem cells
SRX1027439,CEBPB,Others,Mesenchymal stem cells
SRX1027440,NR3C1,Others,Mesenchymal stem cells
SRX1027441,ATF4,Others,Mesenchymal stem cells
SRX1027443,CEBPB,Others,Mesenchymal stem cells
SRX1027444,CEBPB,Others,Mesenchymal stem cells
SRX1027445,CEBPB,Others,Mesenchymal stem cells
SRX1027446,CEBPB,Others,Mesenchymal stem cells
SRX1027447,ATF4,Others,Mesenchymal stem cells
SRX1027448,CEBPB,Others,Mesenchymal stem cells
SRX1027449,CEBPB,Others,Mesenchymal stem cells
SRX1027450,CEBPB,Others,Mesenchymal stem cells
SRX1027451,ATF4,Others,Mesenchymal stem cells
SRX1027452,ATF4,Others,Mesenchymal stem cells
SRX10313956,ZBTB7A,Blood,HUDEP-2
SRX10313958,ZBTB7A,Blood,HUDEP-2
SRX103444,BRD4,Blood,CD4+ T cells
SRX103445,BRD4,Blood,CD4+ T cells
SRX103448,BRD4,Pluripotent stem cell,ES cells
SRX1036364,RUNX1,Blood,Acute myeloid leukemia
SRX1036365,RUNX1,Blood,Peripheral blood stem cells
SRX1036433,E2F1,Neural,hTERT RPE-1
SRX1036435,NPAT,Neural,hTERT RPE-1
SRX1036439,E2F1,Bone,U2OS
SRX1036440,CASP8AP2,Bone,U2OS
SRX1036441,NPAT,Bone,U2OS
SRX10365514,AR,Breast,MCF-7
SRX10365515,AR,Breast,MCF-7
SRX10365516,RAC1,Breast,MCF-7
SRX10365517,RAC1,Breast,MCF-7
SRX10365518,RAC1,Breast,MCF-7
SRX10365519,RAC1,Breast,MCF-7
SRX10365520,ESR1,Breast,MDA-MB-231
SRX10365521,ESR1,Breast,MDA-MB-231
SRX10365522,RAC1,Breast,MDA-MB-231
SRX10365523,RAC1,Breast,MDA-MB-231
SRX10365524,ESR1,Breast,MDA-MB-231
SRX10365525,ESR1,Breast,MDA-MB-231
SRX10365526,RAC1,Breast,MDA-MB-231
SRX10365527,RAC1,Breast,MDA-MB-231
SRX10365532,ESR1,Breast,MCF-7
SRX10365533,ESR1,Breast,MCF-7
SRX10365534,ESR1,Breast,MCF-7
SRX10365535,ESR1,Breast,MCF-7
SRX10365536,ESR1,Breast,MCF-7
SRX10365537,RAC1,Breast,MCF-7
SRX10365538,RAC1,Breast,MCF-7
SRX10365539,RAC1,Breast,MCF-7
SRX10365540,RAC1,Breast,MCF-7
SRX10365541,RAC1,Breast,MCF-7
SRX10365542,RAC1,Breast,MCF-7
SRX10365543,RAC1,Breast,MCF-7
SRX10365544,RAC1,Breast,MCF-7
SRX10365545,NCOA3,Breast,MCF-7
SRX10365546,NCOA3,Breast,MCF-7
SRX10365547,NCOA3,Breast,MCF-7
SRX10365548,NCOA3,Breast,MCF-7
SRX10365549,NCOA3,Breast,MCF-7
SRX10365550,NCOA3,Breast,MCF-7
SRX10365551,NCOA3,Breast,MCF-7
SRX10365552,NCOA3,Breast,MCF-7
SRX10365556,ESR1,Breast,MCF-7
SRX10365557,ESR1,Breast,MCF-7
SRX10365558,ESR1,Breast,MCF-7
SRX1036602,NOTCH1,Blood,Jurkat
SRX1036603,CTNNB1,Blood,Jurkat
SRX10372557,TP53,Prostate,LNCAP
SRX10372558,TP53,Prostate,LNCAP
SRX10372559,TP53,Prostate,LNCAP
SRX10372560,TP53,Prostate,LNCAP
SRX10372561,TP53,Prostate,LNCAP
SRX10372562,TP53,Prostate,LNCAP
SRX10372563,TP53,Prostate,LNCAP
SRX10372564,TP53,Prostate,LNCAP
SRX10372565,TP53,Prostate,LNCAP
SRX10372566,TP53,Prostate,LNCAP
SRX10372567,TP53,Prostate,LNCAP
SRX10372568,TP53,Prostate,LNCAP
SRX10406209,Epitope tags,Uterus,HeLa
SRX10406210,Epitope tags,Uterus,HeLa
SRX10407083,SOX2,Digestive tract,Esophageal squamous carcinoma cell line
SRX10407084,SOX2,Digestive tract,Esophageal squamous carcinoma cell line
SRX10407085,SOX2,Digestive tract,KYSE-70
SRX10410793,FOXC1,Others,J82
SRX10410794,FOXC1,Others,J82
SRX1041182,ATF4,Blood,HAP1
SRX1041183,ATF4,Blood,HAP1
SRX1041184,ATF4,Blood,HAP1
SRX10412077,TFAP2A,Embryo,HEPM
SRX10412078,TFAP2A,Embryo,HEPM
SRX1041840,TRIM24,Prostate,LNCAP
SRX1041841,TRIM24,Prostate,LNCAP
SRX1041842,TRIM24,Prostate,LNCAP
SRX1042046,BPTF,Blood,Erythroid Cells
SRX1042048,SETD1A,Blood,Erythroid Cells
SRX1042049,USF1,Blood,Erythroid Cells
SRX1042050,USF2,Blood,Erythroid Cells
SRX10424887,CTCF,Blood,THP-1
SRX10437635,ASCL2,Liver,Hep G2
SRX10437636,ASCL2,Liver,HuH-6
SRX10437637,CTNNB1,Liver,Hep G2
SRX10445270,ARID1B,Neural,Neural crest cells
SRX10445272,ARID1B,Neural,Neural crest cells
SRX10445274,ARID1B,Neural,Neural crest cells
SRX10445282,NANOG,Neural,Neural crest cells
SRX10445285,SOX2,Neural,Neural crest cells
SRX10445290,NANOG,Neural,Neural crest cells
SRX10445293,SOX2,Neural,Neural crest cells
SRX10445297,ARID1A,Neural,Neural crest cells
SRX10445300,NANOG,Neural,Neural crest cells
SRX10445303,SOX2,Neural,Neural crest cells
SRX10445306,ARID1A,Neural,Neural crest cells
SRX10445309,NANOG,Neural,Neural crest cells
SRX10445312,SOX2,Neural,Neural crest cells
SRX10445313,ARID1B,Neural,Neural crest cells
SRX10445314,ARID1B,Neural,Neural crest cells
SRX1047413,SOX2,Pluripotent stem cell,hESC H9
SRX1047416,SOX2,Pluripotent stem cell,hESC derived neural cells
SRX10484566,RUNX1,Blood,THP-1
SRX10484568,RUNX1,Others,Acute lymphoid leukemia
SRX10484569,KMT2A,Others,Acute lymphoid leukemia
SRX10484571,RUNX1,Others,Acute lymphoid leukemia
SRX10484572,KMT2A,Others,Acute lymphoid leukemia
SRX10484574,KMT2A,Blood,RS4-11
SRX10484575,AFF1,Blood,RS4-11
SRX10499678,G-quadruplex,Bone,U2OS
SRX10499679,G-quadruplex,Bone,U2OS
SRX10499680,G-quadruplex,Bone,U2OS
SRX10499682,G-quadruplex,Bone,U2OS
SRX10499683,G-quadruplex,Bone,U2OS
SRX10499684,G-quadruplex,Bone,U2OS
SRX10499686,G-quadruplex,Bone,U2OS
SRX10499687,G-quadruplex,Bone,U2OS
SRX10499688,G-quadruplex,Bone,U2OS
SRX10499690,G-quadruplex,Bone,U2OS
SRX10499691,G-quadruplex,Bone,U2OS
SRX10499692,G-quadruplex,Bone,U2OS
SRX10499694,G-quadruplex,Bone,U2OS
SRX10499695,G-quadruplex,Bone,U2OS
SRX10499696,G-quadruplex,Bone,U2OS
SRX10499698,G-quadruplex,Bone,U2OS
SRX10499699,G-quadruplex,Bone,U2OS
SRX10499700,G-quadruplex,Bone,U2OS
SRX10504424,HIF1A,Others,FaDu
SRX10511721,Epitope tags,Digestive tract,HCT 116
SRX10511723,Epitope tags,Digestive tract,HCT 116
SRX10511725,Epitope tags,Digestive tract,HCT 116
SRX10511727,Epitope tags,Digestive tract,HCT 116
SRX1055105,Epitope tags,Kidney,293
SRX1055107,Epitope tags,Kidney,293
SRX1055109,Epitope tags,Kidney,293
SRX1055111,Epitope tags,Kidney,293
SRX10562203,CARM1,Breast,MDA-MB-231
SRX1056333,NR3C2,Unclassified,Unclassified
SRX1056334,NR3C2,Unclassified,Unclassified
SRX10567327,HMGB1,Lung,IMR-90
SRX10567329,HMGB1,Lung,IMR-90
SRX10567331,HMGB1,Lung,IMR-90
SRX10567333,HMGB1,Lung,IMR-90
SRX10567335,HMGB1,Cardiovascular,HUVEC
SRX10579964,BRD4,Breast,MCF-7
SRX10579965,KDM1A,Breast,MCF-7
SRX10579966,MTA3,Breast,MCF-7
SRX1058804,BRD4,Adipocyte,SGBS
SRX1058805,BRD4,Adipocyte,SGBS
SRX10606496,PROSER1,Kidney,293
SRX10606497,PROSER1,Kidney,293
SRX10606498,PROSER1,Kidney,293
SRX10606499,PROSER1,Kidney,293
SRX10606500,PROSER1,Kidney,293
SRX10606501,PROSER1,Kidney,293
SRX10606502,KDM6A,Kidney,293
SRX10606503,KDM6A,Kidney,293
SRX10606510,TET1,Kidney,293
SRX10606511,TET1,Kidney,293
SRX10606512,TET2,Kidney,293
SRX10606513,TET2,Kidney,293
SRX10606514,TET2,Kidney,293
SRX10606515,TET2,Kidney,293
SRX10606524,OGT,Kidney,293
SRX10606525,OGT,Kidney,293
SRX10606526,OGT,Kidney,293
SRX10606527,OGT,Kidney,293
SRX10616088,EGR1,Blood,GM12878
SRX10616089,EGR1,Blood,GM12878
SRX10616090,EGR1,Blood,GM12878
SRX10616091,EGR1,Blood,GM12878
SRX10616092,EGR1,Blood,GM12878
SRX10616093,EGR1,Blood,GM12878
SRX10616094,EGR1,Blood,GM12878
SRX10616095,EGR1,Blood,GM12878
SRX10616096,HDAC2,Blood,GM12878
SRX10616097,HDAC2,Blood,GM12878
SRX1063404,CTCF,Blood,THP-1
SRX1063405,CTCF,Blood,THP-1
SRX10634383,YAP1,Epidermis,Keratinocytes
SRX10634384,TEAD1,Epidermis,Keratinocytes
SRX10636487,SALL4,Liver,SNU-398
SRX10636488,SALL4,Liver,SNU-398
SRX10636489,SALL4,Liver,SNU-398
SRX10636490,SALL4,Liver,SNU-398
SRX10637290,KDM1A,Breast,MDA-MB-231
SRX10637291,KDM1A,Breast,MDA-MB-231
SRX1065300,Epitope tags,Breast,IMEC
SRX1065301,Epitope tags,Breast,IMEC
SRX10657962,Epitope tags,Blood,NALM-6
SRX10657963,Epitope tags,Blood,NALM-6
SRX10657964,Epitope tags,Blood,NALM-6
SRX10657965,Epitope tags,Blood,NALM-6
SRX10657966,Epitope tags,Blood,NALM-6
SRX10657967,Epitope tags,Blood,NALM-6
SRX10657968,Epitope tags,Blood,NALM-6
SRX10657969,Epitope tags,Blood,NALM-6
SRX1066863,BANP,Digestive tract,HCT 116
SRX1066865,BANP,Digestive tract,HCT 116
SRX1067063,FOXA1,Prostate,Prostate cancer cells
SRX1067064,HOXB13,Prostate,Prostate cancer cells
SRX1067065,HOXB13,Prostate,LNCAP
SRX1067066,AR,Prostate,LHSAR
SRX1067067,AR,Prostate,LHSAR
SRX1067068,AR,Prostate,LHSAR
SRX1067069,AR,Prostate,LHSAR
SRX1067070,AR,Prostate,LHSAR
SRX1067071,AR,Prostate,LHSAR
SRX1070427,ORC2,Blood,K-562
SRX1070428,ORC2,Blood,K-562
SRX10721428,Epitope tags,Breast,MCF-7
SRX10721429,Epitope tags,Breast,MCF-7
SRX10721430,Epitope tags,Breast,MCF-7
SRX10721431,Epitope tags,Breast,MCF-7
SRX10722430,BCL11B,Blood,T-ALL
SRX10722431,BCL11B,Blood,T-ALL
SRX10722432,BCL11B,Blood,T-ALL
SRX10726524,PCGF6,Pluripotent stem cell,iPS cells
SRX10726525,PCGF6,Pluripotent stem cell,iPS cells
SRX10726614,Epitope tags,Epidermis,WT 9-12
SRX107284,DUX4,Muscle,Myoblasts
SRX107285,DUX4,Muscle,Myoblasts
SRX1073586,MYC,Blood,GEN2.2
SRX107411,RUNX2,Prostate,C4-2
SRX10766646,NR3C1,Unclassified,Unclassified
SRX10766647,NR3C1,Unclassified,Unclassified
SRX10766648,NR3C1,Unclassified,Unclassified
SRX10766649,NR3C1,Unclassified,Unclassified
SRX10766650,NR3C1,Unclassified,Unclassified
SRX10766651,NR3C1,Unclassified,Unclassified
SRX10766652,NR3C1,Unclassified,Unclassified
SRX1076935,LMTK3,Breast,MCF-7
SRX1076936,LMTK3,Breast,MDA-MB-231
SRX10775079,Epitope tags,Breast,HMLE
SRX10775081,Epitope tags,Breast,HMLE
SRX1078942,BRD4,Blood,LP-1
SRX1079390,SUMO2,Prostate,VCaP
SRX1079391,SUMO2,Prostate,VCaP
SRX1079392,SUMO2,Prostate,VCaP
SRX1079393,SUMO2,Prostate,VCaP
SRX10809333,HDGF2,Neural,DIPG7
SRX10809334,PSIP1,Neural,DIPG7
SRX10809335,HDGF2,Neural,DIPG7
SRX10809336,PSIP1,Neural,DIPG7
SRX10809337,HDGF2,Neural,DIPG7
SRX10809338,PSIP1,Neural,DIPG7
SRX10809339,HDGF2,Neural,DIPG7
SRX10809340,PSIP1,Neural,DIPG7
SRX10809341,HDGF2,Neural,SU-pcGBM-2
SRX10809342,PSIP1,Neural,SU-pcGBM-2
SRX10815666,DDX17,Pluripotent stem cell,NTERA-2
SRX10815667,DDX17,Pluripotent stem cell,NTERA-2
SRX10815668,DDX17,Pluripotent stem cell,NTERA-2
SRX10815669,DDX5,Pluripotent stem cell,NTERA2-derived neural stem cells
SRX10815670,DDX5,Pluripotent stem cell,NTERA2-derived neural stem cells
SRX10815671,DDX5,Pluripotent stem cell,NTERA2-derived neural stem cells
SRX10815672,DDX17,Pluripotent stem cell,NTERA2-derived neural stem cells
SRX10815673,DDX17,Pluripotent stem cell,NTERA2-derived neural stem cells
SRX10815674,DDX17,Pluripotent stem cell,NTERA2-derived neural stem cells
SRX10815695,CRX,Pluripotent stem cell,iPSC derived retinal cells
SRX10815696,MITF,Pluripotent stem cell,iPSC derived retinal cells
SRX10815697,MITF,Pluripotent stem cell,iPSC derived retinal cells
SRX10815698,NR2E1,Pluripotent stem cell,iPSC derived retinal cells
SRX10815699,NR2E1,Pluripotent stem cell,iPSC derived retinal cells
SRX10815704,MYC,Pluripotent stem cell,iPSC derived retinal cells
SRX10815705,MYC,Pluripotent stem cell,iPSC derived retinal cells
SRX10815706,CRX,Pluripotent stem cell,iPSC derived retinal cells
SRX10820556,BRD4,Blood,REH
SRX10820557,BRD4,Blood,REH
SRX10820558,BRD4,Blood,REH
SRX10820649,TRIM33,Prostate,LNCAP
SRX10820650,TRIM33,Prostate,LNCAP
SRX10823677,RNF2,Neural,U-87 MG
SRX10823678,RNF2,Neural,U-87 MG
SRX10828251,AR,Digestive tract,HGC-27
SRX10829233,ARNTL,Bone,U2OS
SRX10829234,ARNTL,Bone,U2OS
SRX10829235,ARNTL,Bone,U2OS
SRX10829236,ARNTL,Bone,U2OS
SRX10829237,ARNTL,Bone,U2OS
SRX10829238,ARNTL,Bone,U2OS
SRX10829247,ARNTL,Liver,Hep 3B
SRX10829248,ARNTL,Liver,Hep 3B
SRX10829249,ARNTL,Liver,Hep 3B
SRX10829250,HNF4A,Liver,Hep 3B
SRX10829251,HNF4A,Liver,Hep 3B
SRX10829252,HNF4A,Liver,Hep 3B
SRX10829253,HNF4A,Liver,Hep G2
SRX10829254,HNF4A,Liver,Hep G2
SRX10829255,HNF4A,Liver,Hep G2
SRX1085063,KDM2B,Blood,K-562
SRX1085065,KDM2B,Blood,REH
SRX1085067,KDM2B,Blood,SUP-B15
SRX1085069,KDM2B,Blood,DND-41
SRX1085070,KDM2B,Blood,HPB-ALL
SRX1085072,KDM2B,Blood,K-562
SRX1085073,KDM2B,Blood,ALL-SIL
SRX10852977,MED1,Blood,T cells
SRX10852978,MED1,Blood,T cells
SRX10852979,MED1,Blood,T cells
SRX10852980,MED1,Blood,T cells
SRX10852981,MED1,Blood,T cells
SRX10852982,MED1,Blood,T cells
SRX10852983,MED1,Blood,T cells
SRX10852984,MED1,Blood,T cells
SRX10852985,MED1,Blood,T cells
SRX10852986,MED1,Blood,T cells
SRX10852987,MED1,Blood,T cells
SRX10852988,MED1,Blood,T cells
SRX10852989,MED12,Blood,T cells
SRX10852990,MED12,Blood,T cells
SRX10852991,MED12,Blood,T cells
SRX10852992,MED12,Blood,T cells
SRX10852993,MED12,Blood,T cells
SRX10852994,MED12,Blood,T cells
SRX10867749,LMNA,Blood,K-562
SRX10867750,LMNA,Blood,K-562
SRX10867752,LMNA,Blood,GM12878
SRX10867753,LMNA,Blood,GM12878
SRX10880532,HMGA2,Digestive tract,MKN-45
SRX10880533,HMGA2,Digestive tract,MKN-45
SRX10881799,SMARCC1,Others,BT-16
SRX10881800,SMARCC1,Kidney,G-401
SRX10881801,SMARCC2,Others,BT-16
SRX10881802,SMARCC2,Kidney,G-401
SRX10881803,SMARCC2,Others,BT-16
SRX10881804,SMARCC2,Kidney,G-401
SRX10881805,PBRM1,Others,BT-16
SRX10881806,PBRM1,Kidney,G-401
SRX10881807,PBRM1,Others,BT-16
SRX10881808,PBRM1,Kidney,G-401
SRX10881809,BRD7,Others,BT-16
SRX10881810,BRD7,Kidney,G-401
SRX10881811,BRD7,Others,BT-16
SRX10881812,BRD7,Kidney,G-401
SRX10881813,BRD9,Others,BT-16
SRX10881814,BRD9,Kidney,G-401
SRX10881815,BRD9,Others,BT-16
SRX10881816,BRD9,Kidney,G-401
SRX10881817,SMARCA4,Kidney,G-401
SRX10881818,SMARCA4,Others,BT-16
SRX10881819,SMARCA4,Kidney,G-401
SRX10881820,SMARCA4,Others,BT-16
SRX10881821,SS18L1,Kidney,G-401
SRX10881822,SS18L1,Others,BT-16
SRX10881823,SS18L1,Others,BT-16
SRX10881824,SS18L1,Kidney,G-401
SRX10881845,SMARCB1,Others,BT-16
SRX10881846,SMARCB1,Kidney,G-401
SRX10881847,SS18,Others,BT-16
SRX10881848,SS18,Kidney,G-401
SRX10881849,SS18,Others,BT-16
SRX10881850,SS18,Kidney,G-401
SRX10881851,ARID1A,Kidney,G-401
SRX10881852,ARID1A,Kidney,G-401
SRX10881853,ARID2,Others,BT-16
SRX10881854,ARID2,Kidney,G-401
SRX10881855,ARID2,Others,BT-16
SRX10881856,ARID2,Kidney,G-401
SRX10881857,SMARCC1,Others,BT-16
SRX10881858,SMARCC1,Kidney,G-401
SRX1091020,ARNTL,Blood,NOMO-1
SRX1091021,ARNTL,Blood,NOMO-1
SRX1091022,CLOCK,Blood,NOMO-1
SRX1091024,ARNTL,Blood,NOMO-1
SRX1091025,CLOCK,Blood,NOMO-1
SRX1091028,ARNTL,Blood,NOMO-1
SRX1091029,ARNTL,Blood,NOMO-1
SRX1091030,CLOCK,Blood,NOMO-1
SRX1091033,Biotin,Blood,NOMO-1
SRX1091034,Biotin,Blood,NOMO-1
SRX1091035,ARNTL,Blood,THP-1
SRX1091036,CLOCK,Blood,THP-1
SRX1091038,ARNTL,Blood,THP-1
SRX1091039,CLOCK,Blood,THP-1
SRX10918071,Epitope tags,Uterus,Decidualized stromal cells
SRX1091813,CTCF,Blood,K-562
SRX1091814,CTCFL,Blood,K-562
SRX1091816,CTCF,Blood,K-562
SRX1091817,CTCF,Blood,delta-47
SRX1091818,CTCFL,Blood,delta-47
SRX1091820,CTCF,Blood,delta-47
SRX1091821,CTCF,Gonad,OVCAR-8
SRX1091822,CTCFL,Gonad,OVCAR-8
SRX1091824,CTCF,Breast,MCF-7
SRX1091825,CTCF,Breast,MCF-7
SRX1091826,CTCF,Breast,MCF-7
SRX1091827,CTCFL,Breast,MCF-7
SRX1091828,CTCFL,Breast,MCF-7
SRX1091830,CTCFL,Epidermis,NHDF
SRX10921871,NFKB1,Uterus,HeLa
SRX10921872,NFKB1,Uterus,HeLa
SRX10921875,EP300,Breast,MCF-7
SRX10921876,HDAC1,Breast,MCF-7
SRX10942311,RIOK2,Blood,TF-1
SRX10949091,CTCF,Muscle,Muscles
SRX10949092,CTCF,Muscle,Muscles
SRX10949099,CTCF,Muscle,Muscles
SRX10949100,CTCF,Muscle,Muscles
SRX10949235,CTCF,Muscle,Muscles
SRX10949236,CTCF,Muscle,Muscles
SRX10964116,ERG,Prostate,VCaP
SRX10964118,ERG,Prostate,VCaP
SRX10971491,ESR1,Breast,MCF-7
SRX10971493,ESR1,Breast,MCF-7
SRX10971494,ESR1,Breast,MCF-7
SRX10971495,ESR1,Breast,MCF-7
SRX10971496,ESR1,Breast,MCF-7
SRX10971499,ESR1,Breast,MCF-7
SRX10971500,ESR1,Breast,MCF-7
SRX10989715,GATA1,Blood,HUDEP-1
SRX1099626,GRHL2,Gonad,OVCAR-3
SRX1099627,GRHL2,Gonad,OvCA 429
SRX1099628,GRHL2,Gonad,PEO1
SRX110230,AFF4,Kidney,293
SRX11023670,CEBPB,Cardiovascular,HUVEC
SRX11023673,CEBPB,Lung,NCI-H441
SRX11023678,CEBPB,Lung,IMR-90
SRX11033158,Epitope tags,Kidney,786-O
SRX11033159,Epitope tags,Kidney,786-O
SRX11033160,SNIP1,Kidney,786-O
SRX11033161,SNIP1,Kidney,786-O
SRX11033162,SMAD4,Kidney,786-O
SRX11033163,SMAD4,Kidney,786-O
SRX11033164,EP300,Kidney,786-O
SRX11033165,EP300,Kidney,786-O
SRX11051045,JUN,Neural,hTERT RPE-1
SRX11051046,JUN,Neural,hTERT RPE-1
SRX11051939,HK2,Blood,NB-4
SRX11051940,HK2,Blood,NB-4
SRX11051941,HK2,Blood,NB-4
SRX11051942,HK2,Blood,NB-4
SRX11051943,HK2,Blood,NB-4
SRX11051944,HK2,Blood,NB-4
SRX11051945,HK2,Blood,NB-4
SRX11051946,HK2,Blood,NB-4
SRX11051947,HK2,Blood,NB-4
SRX11078224,EBNA2,Blood,RAMOS
SRX11078225,EBNA2,Blood,RAMOS
SRX11078226,EBNA2,Blood,GM12878
SRX11078227,EBNA2,Blood,GM12878
SRX11078228,S100A10,Digestive tract,HCT 116
SRX11078230,S100A10,Digestive tract,LoVo
SRX11080721,FOXA2,Pluripotent stem cell,hESC derived endodermal cells
SRX11080722,FOXA2,Pluripotent stem cell,hESC derived endodermal cells
SRX11080723,FOXA2,Pluripotent stem cell,hESC derived gut tube
SRX11080724,FOXA2,Pluripotent stem cell,hESC derived gut tube
SRX11080725,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX11080726,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX11080727,FOXA2,Pluripotent stem cell,hESC derived endodermal cells
SRX11080728,FOXA2,Pluripotent stem cell,hESC derived endodermal cells
SRX11080729,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX11080730,FOXA2,Pluripotent stem cell,hESC derived pancreatic cells
SRX11084724,Epitope tags,Blood,Hematopoietic Stem Cells
SRX11094502,FLI1,Bone,A-673
SRX11094507,FLI1,Neural,CHLA-10
SRX11094512,ERG,Neural,CHLA-25
SRX11094517,FLI1,Bone,EW-1
SRX11094522,FLI1,Bone,EW-22
SRX11094527,FLI1,Bone,EW-24
SRX11094532,ERG,Bone,EW-3
SRX11094537,FLI1,Bone,EW-7
SRX11094542,FLI1,Bone,MHH-ES-1
SRX11094547,FLI1,Bone,MIC
SRX11094552,FLI1,Bone,POE
SRX11094557,FLI1,Bone,RD-ES
SRX11094562,FLI1,Bone,Rh1
SRX11094567,FLI1,Bone,SK-ES-1
SRX11094572,FLI1,Neural,SK-N-MC
SRX11094577,FLI1,Bone,TC-32
SRX11094582,FLI1,Bone,TC-71
SRX11094587,ERG,Bone,TC-106
SRX11101567,EZH2,Others,HT-1376
SRX11101568,EZH2,Others,HT-1376
SRX11120869,CREBBP,Breast,MCF-7
SRX11120870,CREBBP,Breast,MCF-7
SRX11120871,AFF4,Breast,MCF-7
SRX11120872,AFF4,Breast,MCF-7
SRX11120873,CTCF,Breast,MCF-7
SRX11120874,CTCF,Breast,MCF-7
SRX11120875,MAU2,Breast,MCF-7
SRX11120876,MAU2,Breast,MCF-7
SRX11120882,RAD21,Breast,MCF-7
SRX11120883,RAD21,Breast,MCF-7
SRX11120884,RAD21,Breast,MCF-7
SRX11120885,TAF1,Breast,MCF-7
SRX11120886,TAF1,Breast,MCF-7
SRX11120887,EP300,Breast,MCF-7
SRX11120888,EP300,Breast,MCF-7
SRX11120902,ESR1,Breast,MCF-7
SRX11120903,ESR1,Breast,MCF-7
SRX11120904,RAD21,Kidney,293
SRX11120905,RAD21,Blood,B cells
SRX11120906,RAD21,Others,Fibroblasts
SRX11120907,RAD21,Neural,hTERT RPE-1
SRX11120910,RAD21,Neural,hTERT RPE-1
SRX11120911,RAD21,Neural,hTERT RPE-1
SRX11120912,RAD21,Neural,hTERT RPE-1
SRX11120913,RAD21,Neural,hTERT RPE-1
SRX11120914,RAD21,Neural,hTERT RPE-1
SRX11120915,STAG1,Neural,hTERT RPE-1
SRX11120916,STAG1,Neural,hTERT RPE-1
SRX11120917,CTCF,Neural,hTERT RPE-1
SRX11120922,MAU2,Neural,hTERT RPE-1
SRX11120923,MAU2,Neural,hTERT RPE-1
SRX11120924,MED1,Neural,hTERT RPE-1
SRX11120925,MED1,Neural,hTERT RPE-1
SRX11120932,AFF4,Others,Fibroblasts
SRX11120933,AFF4,Others,Fibroblasts
SRX11120934,AFF4,Others,Fibroblasts
SRX11120938,NIPBL,Others,Fibroblasts
SRX11120939,NIPBL,Others,Fibroblasts
SRX11120950,NIPBL,Others,Fibroblasts
SRX11120957,RAD21,Others,Fibroblasts
SRX11120958,RAD21,Others,Fibroblasts
SRX11120959,RAD21,Others,Fibroblasts
SRX1112993,LMNB1,Lung,IMR-90
SRX1112994,LMNB1,Lung,IMR-90
SRX1112995,MAP1LC3B,Lung,IMR-90
SRX1112996,MAP1LC3B,Lung,IMR-90
SRX11135507,NUDT21,Pluripotent stem cell,hESC H9
SRX11135508,NUDT21,Pluripotent stem cell,hESC H9
SRX11135509,NUDT21,Pluripotent stem cell,hESC H9
SRX11135510,NUDT21,Pluripotent stem cell,hESC H9
SRX11135513,TBP,Pluripotent stem cell,hESC H9
SRX11135514,TBP,Pluripotent stem cell,hESC H9
SRX11135515,TBP,Pluripotent stem cell,hESC H9
