Experiment ID,Track type,Cell type class,Cell type,Keyword
SRX5401659,AR,Prostate,Prostate cancer-derived fibroblasts,cancer
SRX5401662,AR,Prostate,Prostate cancer-derived fibroblasts,cancer
SRX5401663,AR,Prostate,Prostate cancer-derived fibroblasts,cancer
SRX5493746,AR,Breast,Breast cancer cells,cancer
SRX5493747,AR,Breast,Breast cancer cells,cancer
SRX5493748,AR,Breast,Breast cancer cells,cancer
SRX5493749,AR,Breast,Breast cancer cells,cancer
SRX5493750,AR,Breast,Breast cancer cells,cancer
SRX5493751,AR,Breast,Breast cancer cells,cancer
SRX5493752,AR,Breast,Breast cancer cells,cancer
SRX5493753,AR,Breast,Breast cancer cells,cancer
SRX5493754,AR,Breast,Breast cancer cells,cancer
SRX5493755,FOXA1,Breast,Breast cancer cells,cancer
SRX5493756,FOXA1,Breast,Breast cancer cells,cancer
SRX5493757,FOXA1,Breast,Breast cancer cells,cancer
SRX5493758,FOXA1,Breast,Breast cancer cells,cancer
SRX5493759,FOXA1,Breast,Breast cancer cells,cancer
SRX5493760,FOXA1,Breast,Breast cancer cells,cancer
SRX5493761,FOXA1,Breast,Breast cancer cells,cancer
SRX5493762,FOXA1,Breast,Breast cancer cells,cancer
SRX5493763,ESR1,Breast,Breast cancer cells,cancer
SRX5493764,ESR1,Breast,Breast cancer cells,cancer
SRX5493765,ESR1,Breast,Breast cancer cells,cancer
SRX5493766,ESR1,Breast,Breast cancer cells,cancer
SRX5493767,ESR1,Breast,Breast cancer cells,cancer
SRX5493768,ESR1,Breast,Breast cancer cells,cancer
SRX5493769,ESR1,Breast,Breast cancer cells,cancer
SRX5493770,ESR1,Breast,Breast cancer cells,cancer
SRX5527890,UPF1,Breast,Breast cancer cells,cancer
SRX5702623,ESR1,Breast,Breast cancer cells,cancer
SRX5702624,ESR1,Breast,Breast cancer cells,cancer
SRX5702625,ESR1,Breast,Breast cancer cells,cancer
SRX6748226,CXXC5,Prostate,Prostate cancer,cancer
SRX6748227,CXXC5,Prostate,Prostate cancer,cancer
SRX6748228,TET2,Prostate,Prostate cancer,cancer
SRX6748229,TET2,Prostate,Prostate cancer,cancer
SRX6748230,CXXC5,Prostate,Prostate cancer,cancer
SRX6748231,CXXC5,Prostate,Prostate cancer,cancer
SRX6748232,TET2,Prostate,Prostate cancer,cancer
SRX6748233,TET2,Prostate,Prostate cancer,cancer
SRX6748234,AR,Prostate,Prostate cancer,cancer
SRX6748235,AR,Prostate,Prostate cancer,cancer
SRX6748240,AR,Prostate,Prostate cancer,cancer
SRX6748241,AR,Prostate,Prostate cancer,cancer
SRX6748242,AR,Prostate,Prostate cancer,cancer
SRX6748243,AR,Prostate,Prostate cancer,cancer
SRX6748244,AR,Prostate,Prostate cancer,cancer
SRX6748245,FOXA1,Prostate,Prostate cancer,cancer
SRX6748246,FOXA1,Prostate,Prostate cancer,cancer
SRX6748247,FOXA1,Prostate,Prostate cancer,cancer
SRX6748251,AR,Prostate,Prostate cancer,cancer
SRX6748252,AR,Prostate,Prostate cancer,cancer
SRX6748253,AR,Prostate,Prostate cancer,cancer
SRX6748254,FOXA1,Prostate,Prostate cancer,cancer
SRX6748255,FOXA1,Prostate,Prostate cancer,cancer
SRX6748256,FOXA1,Prostate,Prostate cancer,cancer
SRX7101363,TEAD1,Breast,Breast cancer cells,cancer
SRX7101364,TEAD1,Breast,Breast cancer cells,cancer
SRX7101365,TEAD1,Breast,Breast cancer cells,cancer
SRX7101366,TEAD1,Breast,Breast cancer cells,cancer
SRX7101368,TEAD1,Digestive tract,Pharynx cancer cells,cancer
SRX7101369,TEAD1,Digestive tract,Pharynx cancer cells,cancer
SRX7101370,TEAD1,Digestive tract,Pharynx cancer cells,cancer
SRX7101371,TEAD1,Digestive tract,Pharynx cancer cells,cancer
SRX7262405,FOXA1,Others,Bladder cancer,cancer
SRX7262406,FOXA1,Others,Bladder cancer,cancer
SRX7262407,FOXA1,Others,Bladder cancer,cancer
SRX7262408,FOXA1,Others,Bladder cancer,cancer
SRX7262409,FOXA1,Others,Bladder cancer,cancer
SRX7262410,FOXA1,Others,Bladder cancer,cancer
SRX7262411,FOXA1,Others,Bladder cancer,cancer
SRX7262412,FOXA1,Others,Bladder cancer,cancer
SRX7262415,FOXA1,Others,Bladder cancer,cancer
SRX7262416,FOXA1,Others,Bladder cancer,cancer
SRX7262417,FOXA1,Others,Bladder cancer,cancer
SRX7262418,FOXA1,Others,Bladder cancer,cancer
SRX7262419,FOXA1,Others,Bladder cancer,cancer
SRX7262420,FOXA1,Others,Bladder cancer,cancer
SRX7262421,FOXA1,Others,Bladder cancer,cancer
SRX7262422,FOXA1,Others,Bladder cancer,cancer
SRX7262856,AR,Breast,Breast cancer cells,cancer
SRX7262857,AR,Breast,Breast cancer cells,cancer
SRX7262858,AR,Breast,Breast cancer cells,cancer
SRX7981729,CREBBP,Prostate,Prostate cancer,cancer
SRX7981730,CREBBP,Prostate,Prostate cancer,cancer
SRX7981731,CREBBP,Prostate,Prostate cancer,cancer
SRX7981732,CREBBP,Prostate,Prostate cancer,cancer
SRX7981733,EP300,Prostate,Prostate cancer,cancer
SRX7981734,EP300,Prostate,Prostate cancer,cancer
SRX7981735,EP300,Prostate,Prostate cancer,cancer
SRX7981736,EP300,Prostate,Prostate cancer,cancer
SRX7981737,HDAC1,Prostate,Prostate cancer,cancer
SRX7981738,HDAC1,Prostate,Prostate cancer,cancer
SRX7981739,HDAC1,Prostate,Prostate cancer,cancer
SRX7981740,HDAC1,Prostate,Prostate cancer,cancer
SRX7981741,HDAC2,Prostate,Prostate cancer,cancer
SRX7981742,HDAC2,Prostate,Prostate cancer,cancer
SRX7981743,HDAC2,Prostate,Prostate cancer,cancer
SRX7981744,HDAC2,Prostate,Prostate cancer,cancer
SRX8109065,Epitope tags,Digestive tract,Gastric cancer cells,cancer
SRX8109066,Epitope tags,Digestive tract,Gastric cancer cells,cancer
SRX8109067,Epitope tags,Digestive tract,Gastric cancer cells,cancer
SRX861678,AR,Prostate,Prostate cancer,cancer
SRX861679,AR,Prostate,Prostate cancer,cancer
SRX861680,AR,Prostate,Prostate cancer,cancer
SRX861681,AR,Prostate,Prostate cancer,cancer
SRX861682,AR,Prostate,Prostate cancer,cancer
SRX861683,AR,Prostate,Prostate cancer,cancer
SRX861684,AR,Prostate,Prostate cancer,cancer
SRX861685,AR,Prostate,Prostate cancer,cancer
SRX899076,TP53,Breast,Breast cancer cells,cancer
SRX9264532,STAT2,Prostate,Prostate cancer,cancer
SRX9264533,STAT2,Prostate,Prostate cancer,cancer
SRX9264534,STAT2,Prostate,Prostate cancer,cancer
SRX9264535,STAT2,Prostate,Prostate cancer,cancer
SRX9264536,STAT2,Prostate,Prostate cancer,cancer
SRX9264537,STAT2,Prostate,Prostate cancer,cancer
SRX9264538,STAT2,Prostate,Prostate cancer,cancer
SRX9264539,STAT2,Prostate,Prostate cancer,cancer
SRX9264540,STAT2,Prostate,Prostate cancer,cancer
SRX9264541,STAT2,Prostate,Prostate cancer,cancer
SRX9264542,STAT2,Prostate,Prostate cancer,cancer
SRX9264543,STAT2,Prostate,Prostate cancer,cancer
SRX9264544,STAT2,Prostate,Prostate cancer,cancer
SRX9264545,STAT2,Prostate,Prostate cancer,cancer
SRX9264547,STAT2,Prostate,Prostate cancer,cancer
SRX9264548,STAT2,Prostate,Prostate cancer,cancer
SRX9298942,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298943,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298944,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298945,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298946,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298947,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298948,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298949,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298950,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298951,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298952,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298953,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298954,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298955,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298956,NR3C1,Lung,Lung cancer cell line,cancer
SRX9298957,NR3C1,Lung,Lung cancer cell line,cancer
SRX9390934,BRD4,Digestive tract,Colorectal cancer,cancer
SRX9390935,BRD4,Digestive tract,Colorectal cancer,cancer
SRX9390936,STAT3,Digestive tract,Colorectal cancer,cancer
SRX9390938,BRD4,Digestive tract,Colorectal cancer,cancer
SRX9390939,BRD4,Digestive tract,Colorectal cancer,cancer
SRX9390940,STAT3,Digestive tract,Colorectal cancer,cancer
SRX9534927,FOS,Breast,Breast cancer cells,cancer
SRX9534928,NR4A1,Breast,Breast cancer cells,cancer
SRX9534929,NR4A1,Breast,Breast cancer cells,cancer
SRX9534930,NR4A1,Breast,Breast cancer cells,cancer
SRX9534931,NR4A1,Breast,Breast cancer cells,cancer
SRX9534932,NR4A1,Breast,Breast cancer cells,cancer
SRX9550856,FOXA1,Prostate,Prostate cancer,cancer
SRX9550857,FOXA1,Prostate,Prostate cancer,cancer
SRX9550858,FOXA1,Prostate,Prostate cancer,cancer
SRX9550859,FOXA1,Prostate,Prostate cancer,cancer
SRX9550860,FOXA1,Prostate,Prostate cancer,cancer
SRX9550861,FOXA1,Prostate,Prostate cancer,cancer
SRX9550862,FOXA1,Prostate,Prostate cancer,cancer
SRX9550863,FOXA1,Prostate,Prostate cancer,cancer
SRX9550864,FOXA1,Prostate,Prostate cancer,cancer
SRX9550865,FOXA1,Prostate,Prostate cancer,cancer
SRX9550866,FOXA1,Prostate,Prostate cancer,cancer
SRX9550867,FOXA1,Prostate,Prostate cancer,cancer
SRX9550868,FOXA1,Prostate,Prostate cancer,cancer
SRX9550893,FOXA1,Prostate,Prostate cancer,cancer
SRX9550894,FOXA1,Prostate,Prostate cancer,cancer
SRX9550895,FOXA1,Prostate,Prostate cancer,cancer
SRX9550896,FOXA1,Prostate,Prostate cancer,cancer
SRX9550897,FOXA1,Prostate,Prostate cancer,cancer
SRX9550898,FOXA1,Prostate,Prostate cancer,cancer
SRX9550899,FOXA1,Prostate,Prostate cancer,cancer
SRX9550900,FOXA1,Prostate,Prostate cancer,cancer
SRX9550925,FOXA1,Prostate,Prostate cancer,cancer
SRX9550926,FOXA1,Prostate,Prostate cancer,cancer
SRX9550927,FOXA1,Prostate,Prostate cancer,cancer
SRX9550928,FOXA1,Prostate,Prostate cancer,cancer
SRX9550929,FOXA1,Prostate,Prostate cancer,cancer
SRX9550930,FOXA1,Prostate,Prostate cancer,cancer
SRX9550931,FOXA1,Prostate,Prostate cancer,cancer
SRX9550932,FOXA1,Prostate,Prostate cancer,cancer
SRX9640708,AR,Prostate,Prostate cancer,cancer
SRX9640709,AR,Prostate,Prostate cancer,cancer
SRX9770869,TP53,Digestive tract,Colorectal cancer,cancer
SRX9770871,TP53,Digestive tract,Colorectal cancer,cancer
SRX12971643,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971644,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971645,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971646,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971647,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971648,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971649,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971650,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971651,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971652,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971653,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971654,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971655,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971656,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971673,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971674,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971675,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971676,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971677,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971678,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971679,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971680,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971681,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971682,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971683,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971684,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971685,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971686,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971687,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971688,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971689,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX12971690,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614187,POU2F1,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614190,POU2F1,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614192,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614194,POU2F1,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614195,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614197,POU2F1,Prostate,Prostatic Neoplasms,Neoplasms
SRX13614198,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX6952605,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX6952606,EZH2,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406309,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406310,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406311,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406312,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406313,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406314,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406317,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406318,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406319,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406320,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406321,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406322,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406323,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406324,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406325,HOXB13,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406451,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406452,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406453,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406454,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406455,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406456,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406457,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406458,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406459,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406460,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406477,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406478,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406479,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406480,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406481,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406516,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406517,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406518,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406519,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406520,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406521,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406522,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406523,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406524,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406525,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406526,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406527,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406528,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406529,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX8406530,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686410,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686411,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686412,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686413,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686414,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686415,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686416,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686417,AR,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686418,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686419,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686420,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686421,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686422,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686423,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686424,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX9686425,FOXA1,Prostate,Prostatic Neoplasms,Neoplasms
SRX11470518,ATF1,Muscle,Sarcoma,Sarcoma
SRX11470519,ATF1,Muscle,Sarcoma,Sarcoma
SRX13171714,ASPSCR1,Lung,Alveolar soft part sarcoma,Sarcoma
SRX18540538,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX18540539,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX18540540,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX18540541,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX18540542,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX18540543,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX8854887,HDGF,Bone,Ewing sarcoma,Sarcoma
SRX9794637,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX9794639,Epitope tags,Bone,Ewing sarcoma,Sarcoma
SRX11379504,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379505,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379506,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379507,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379509,DDIT3,Adipocyte,Liposarcoma,Liposarcoma
SRX11379510,DDIT3,Adipocyte,Liposarcoma,Liposarcoma
SRX11379511,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379512,CEBPB,Adipocyte,Liposarcoma,Liposarcoma
SRX11379514,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379515,CEBPB,Adipocyte,Liposarcoma,Liposarcoma
SRX11379517,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379518,CEBPB,Adipocyte,Liposarcoma,Liposarcoma
SRX11379520,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379521,CEBPB,Adipocyte,Liposarcoma,Liposarcoma
SRX11379524,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379526,SMARCC1,Adipocyte,Liposarcoma,Liposarcoma
SRX11379527,CEBPB,Adipocyte,Liposarcoma,Liposarcoma
SRX11379528,CEBPB,Adipocyte,Liposarcoma,Liposarcoma
SRX22524760,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524761,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524762,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524763,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524764,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524765,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524766,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524767,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524768,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524769,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524770,IRF9,Others,Fibrosarcoma,Fibrosarcoma
SRX22524771,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524772,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524773,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524774,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524791,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524792,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524793,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524794,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524795,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524796,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524797,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524798,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524799,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524800,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX22524801,STAT2,Others,Fibrosarcoma,Fibrosarcoma
SRX253227,SSRP1,Others,Fibrosarcoma,Fibrosarcoma
SRX253228,SSRP1,Others,Fibrosarcoma,Fibrosarcoma
SRX253229,SSRP1,Others,Fibrosarcoma,Fibrosarcoma
SRX253230,SSRP1,Others,Fibrosarcoma,Fibrosarcoma
SRX253231,SSRP1,Others,Fibrosarcoma,Fibrosarcoma
SRX253232,SSRP1,Others,Fibrosarcoma,Fibrosarcoma
SRX014753,PML,Blood,Leukemia,leukemia
SRX014754,RXRA,Blood,Leukemia,leukemia
SRX014773,PML,Blood,Leukemia,leukemia
SRX014774,RXRA,Blood,Leukemia,leukemia
SRX026641,ERG,Blood,Acute myeloid leukemia,leukemia
SRX026642,ERG,Blood,Acute myeloid leukemia,leukemia
SRX026643,ERG,Blood,Acute myeloid leukemia,leukemia
SRX026645,MethylCap,Blood,Acute myeloid leukemia,leukemia
SRX026646,MethylCap,Blood,Acute myeloid leukemia,leukemia
SRX026647,MethylCap,Blood,Acute myeloid leukemia,leukemia
SRX026648,ERG,Blood,Acute myeloid leukemia,leukemia
SRX026650,MethylCap,Blood,Acute myeloid leukemia,leukemia
SRX026651,MethylCap,Blood,Acute myeloid leukemia,leukemia
SRX026652,MethylCap,Blood,Acute myeloid leukemia,leukemia
SRX026657,ERG,Blood,Acute promyelocytic leukemia,leukemia
SRX10184489,BCOR,Blood,Acute myeloid leukemia,leukemia
SRX10184500,BCOR,Blood,Acute myeloid leukemia,leukemia
SRX1032965,FOS,Blood,Acute myeloid leukemia,leukemia
SRX1032966,FOS,Blood,Acute myeloid leukemia,leukemia
SRX1032967,STAT5A,Blood,Acute myeloid leukemia,leukemia
SRX1036364,RUNX1,Blood,Acute myeloid leukemia,leukemia
SRX10484568,RUNX1,Others,Acute lymphoid leukemia,leukemia
SRX10484569,KMT2A,Others,Acute lymphoid leukemia,leukemia
SRX10484571,RUNX1,Others,Acute lymphoid leukemia,leukemia
SRX10484572,KMT2A,Others,Acute lymphoid leukemia,leukemia
SRX112546,RUNX1T1,Blood,Acute myeloid leukemia,leukemia
SRX112547,RUNX1T1,Blood,Acute myeloid leukemia,leukemia
SRX11343125,RUNX1,Blood,Acute myeloid leukemia,leukemia
SRX11343127,FOXC1,Blood,Acute myeloid leukemia,leukemia
SRX11730623,BRD4,Blood,Acute myeloid leukemia,leukemia
SRX11730624,BRD4,Blood,Acute myeloid leukemia,leukemia
SRX11730625,EP300,Blood,Acute myeloid leukemia,leukemia
SRX11730626,EP300,Blood,Acute myeloid leukemia,leukemia
SRX14030489,MLL-AF10,Blood,Acute myeloid leukemia,leukemia
SRX14030490,MEN1,Blood,Acute myeloid leukemia,leukemia
SRX14030491,MEN1,Blood,Acute myeloid leukemia,leukemia
SRX14030492,KMT2A,Blood,Acute myeloid leukemia,leukemia
SRX14030493,KMT2A,Blood,Acute myeloid leukemia,leukemia
SRX14030494,MEN1,Blood,Acute myeloid leukemia,leukemia
SRX14030495,MEN1,Blood,Acute myeloid leukemia,leukemia
SRX14030496,KMT2A,Blood,Acute myeloid leukemia,leukemia
SRX14030497,KMT2A,Blood,Acute myeloid leukemia,leukemia
SRX15152332,MECOM,Blood,Chronic myeloid leukemia,leukemia
SRX15152334,MECOM,Blood,Acute myeloid leukemia,leukemia
SRX15152336,MECOM,Blood,Myelomonocytic leukemia,leukemia
SRX15152338,MECOM,Blood,Acute myeloid leukemia,leukemia
SRX15203354,KMT2A,Blood,Acute lymphoid leukemia,leukemia
SRX15203355,AFF1,Blood,Acute lymphoid leukemia,leukemia
SRX15203357,KMT2A,Blood,Acute lymphoid leukemia,leukemia
SRX15203358,AFF1,Blood,Acute lymphoid leukemia,leukemia
SRX15203360,KMT2A,Blood,Acute lymphoid leukemia,leukemia
SRX15203419,KMT2A,Blood,Acute lymphoid leukemia,leukemia
