0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
SRX4001757	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	20571640,91.5,7.8,21475	GSM3111902: MDM-CTCF-H5N1-r2; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1 IAV infected (06h)	treatment time=06h	donor or replicate=4	electroporated mrna=none	sirna=none	chip antibody=CTCF, Active Motif: #61311																				
SRX4001758	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	12204323,87.3,5.6,20959	GSM3111903: MDM-CTCF-dNS1-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1-dNS1 IAV infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=CTCF, Active Motif: #61311																				
SRX4001759	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	10831326,87.7,6.2,16379	GSM3111904: MDM-CTCF-dNS1-r2; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1-dNS1 IAV infected (06h)	treatment time=06h	donor or replicate=4	electroporated mrna=none	sirna=none	chip antibody=CTCF, Active Motif: #61311																				
SRX4001760	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	20368494,90.1,5.8,22253	GSM3111905: MDM-CTCF-IFNb-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=IFNb treated (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=CTCF, Active Motif: #61311																				
SRX4001761	CTCF	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	12593698,87.4,6.5,19702	GSM3111906: MDM-CTCF-IFNb-r2; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=IFNb treated (06h)	treatment time=06h	donor or replicate=4	electroporated mrna=none	sirna=none	chip antibody=CTCF, Active Motif: #61311																				
SRX4001762	RAD21	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	15002883,95.5,19.5,28938	GSM3111907: MDM-Rad21-Mock-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=mock infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=RAD21, Genetex: GTX106012																				
SRX4001763	RAD21	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	15309202,89.5,15.2,29709	GSM3111908: MDM-Rad21-H5N1-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1 IAV infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=RAD21, Genetex: GTX106012																				
SRX4001764	RAD21	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	20902262,85.3,28.4,29417	GSM3111909: MDM-Rad21-dNS1-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1-dNS1 IAV infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=RAD21, Genetex: GTX106012																				
SRX4001765	RAD21	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	14031841,96.0,19.4,26743	GSM3111910: MDM-Rad21-IFNb-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=IFNb treated (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=RAD21, Genetex: GTX106012																				
SRX4001818	SPI1	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	40303976,98.0,11.6,101259	GSM3111963: MDM-PU1-Mock-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=mock infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=PU.1, Santa Cruz: sc-352																				
SRX4001819	SPI1	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	53447075,97.5,16.2,135510	GSM3111964: MDM-PU1-H5N1-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1 IAV infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=PU.1, Santa Cruz: sc-352																				
SRX4001820	SPI1	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	49692805,97.4,13.6,130620	GSM3111965: MDM-PU1-dNS1-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=H5N1-dNS1 IAV infected (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=PU.1, Santa Cruz: sc-352																				
SRX4001821	SPI1	Blood	Macrophages	MeSH Description=The relatively long-lived phagocytic cell of mammalian tissues that are derived from blood MONOCYTES. Main types are PERITONEAL MACROPHAGES; ALVEOLAR MACROPHAGES; HISTIOCYTES; KUPFFER CELLS of the liver; and OSTEOCLASTS. They may further differentiate within chronic inflammatory lesions to EPITHELIOID CELLS or may fuse to form FOREIGN BODY GIANT CELLS or LANGHANS GIANT CELLS. (from The Dictionary of Cell Biology, Lackie and Dow, 3rd ed.)	42601842,97.6,12.4,105303	GSM3111966: MDM-PU1-IFNb-r1; Homo sapiens; ChIP-Seq	source_name=monocyte derived macrophages (MDM)	cell type=monocyte derived macrophages (MDM)	treatment=IFNb treated (06h)	treatment time=06h	donor or replicate=3	electroporated mrna=none	sirna=none	chip antibody=PU.1, Santa Cruz: sc-352																				
SRX4046302	CXXC1	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	38713222,92.8,27.8,13775	GSM3132538: ery CFP1 nonComAb; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=CFP1, non-commercial Ab from Bob Roeder	number of sonications=1																								
SRX4046303	CXXC1	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	38789474,89.7,30.9,4764	GSM3132539: ery CFP1 AbcamAb; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=CFP1 (ab56035), from Abcam	number of sonications=1																								
SRX4046306	HCFC1	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	89738272,89.2,33.0,14486	GSM3132542: ery HCFC1; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=HCF1 (A301-400A)	number of sonications=1																								
SRX4046307	MEN1	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	40572636,82.8,52.5,10172	GSM3132543: ery MEN1; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=Menin (A300-105A)	number of sonications=2																								
SRX4046308	RBBP5	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	45293758,70.5,6.8,20008	GSM3132544: ery RBBP5; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=RbBP5 (A300-109A)	number of sonications=1																								
SRX4046309	SETD1A	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	46539848,86.7,80.4,2246	GSM3132545: ery SETD1A; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=SET1 (A300-289A)	number of sonications=1																								
SRX4046310	KDM6A	Blood	Erythroblasts	MeSH Description=Immature, nucleated ERYTHROCYTES occupying the stage of ERYTHROPOIESIS that follows formation of ERYTHROID PRECURSOR CELLS and precedes formation of RETICULOCYTES. The normal series is called normoblasts. Cells called MEGALOBLASTS are a pathologic series of erythroblasts.	32683033,88.6,6.1,26292	GSM3132546: ery UTX; Homo sapiens; ChIP-Seq	source_name=erythroblast	cell type=Adult erythroblasts	chip antibody=UTX (A302-374A) from Bethyl Labs	number of sonications=1																								
SRX4046314	CXXC1	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	39009169,92.8,45.7,8287	GSM3132550: bebv CFP1 nonComAb; Homo sapiens; ChIP-Seq	source_name=EBV-transformed B lymphoblast	cell type=EBV-transformed B lymphoblast	chip antibody=CFP1, non-commercial Ab from Bob Roeder	number of sonications=1																								
SRX4046315	CXXC1	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	41374998,72.6,13.2,1946	GSM3132551: bebv CFP1 AbcamAb; Homo sapiens; ChIP-Seq	source_name=EBV-transformed B lymphoblast	cell type=EBV-transformed B lymphoblast	chip antibody=CFP1 (ab56035), from Abcam	number of sonications=1																								
SRX4116559	FOXP1	Blood	B cells	NA	199652020,94.4,43.2,18189	GSM3150507: FOXP1 ChIPseq in human tonsilar Naïve IgD+ B cells; Homo sapiens; ChIP-Seq	source_name=Naïve IgD+ B cells	tissue=Primary tonsilar B cells	chip antibody=FOXP1 (ab4729, Rabbit, 2 ug)																									
SRX4116561	FOXP1	Blood	B cells	NA	205049278,94.1,33.3,17385	GSM3150509: FOXP1 ChIPseq in human tonsilar Germinal Center CD77+ B cells; Homo sapiens; ChIP-Seq	source_name=Germinal Center CD77+ B cells	tissue=Primary tonsilar B cells	chip antibody=FOXP1 (ab4729, Rabbit, 2 ug)																									
SRX4174623	CTCF	Neural	Neurons	NA	15863232,97.2,43.1,16949	GSM3177713: Neuron CTCF; Homo sapiens; ChIP-Seq	source_name=neuron cells	treatment=induced from hNPC which is induced from hIPS	chip antibody=CTCF (Abcam, ab70303)																									
SRX4174629	CTCF	Neural	Neural progenitor cells	NA	19274609,94.0,65.3,13817	GSM3177719: NPC CTCF; Homo sapiens; ChIP-Seq	source_name=neural progenitor cells	treatment=induced from hIPS	chip antibody=CTCF (Abcam, ab70303)																									
SRX4174970	PPARG	Adipocyte	Adipocytes	MeSH Description=Cells in the body that store FATS, usually in the form of TRIGLYCERIDES. WHITE ADIPOCYTES are the predominant type and found mostly in the abdominal cavity and subcutaneous tissue. BROWN ADIPOCYTES are thermogenic cells that can be found in newborns of some species and hibernating mammals.	47761175,87.2,64.5,8802	GSM3177950: P1 Adipocytes PPARg ChIP; Homo sapiens; ChIP-Seq	source_name=Adipocytes	agent=none	cell type=hASC-derived adipocytes	chip antibody=PPARg(Santa Cruz Biotechnology, Cat# sc-7196)																								
SRX4174971	PPARG	Adipocyte	Adipocytes	MeSH Description=Cells in the body that store FATS, usually in the form of TRIGLYCERIDES. WHITE ADIPOCYTES are the predominant type and found mostly in the abdominal cavity and subcutaneous tissue. BROWN ADIPOCYTES are thermogenic cells that can be found in newborns of some species and hibernating mammals.	41147212,96.3,40.9,18482	GSM3177951: P2 Adipocytes PPARg ChIP; Homo sapiens; ChIP-Seq	source_name=Adipocytes	agent=none	cell type=hASC-derived adipocytes	chip antibody=PPARg(Santa Cruz Biotechnology, Cat# sc-7196)																								
SRX4174972	PPARG	Adipocyte	Adipocytes	MeSH Description=Cells in the body that store FATS, usually in the form of TRIGLYCERIDES. WHITE ADIPOCYTES are the predominant type and found mostly in the abdominal cavity and subcutaneous tissue. BROWN ADIPOCYTES are thermogenic cells that can be found in newborns of some species and hibernating mammals.	57547022,78.6,72.6,9669	GSM3177952: P3 Adipocytes PPARg ChIP; Homo sapiens; ChIP-Seq	source_name=Adipocytes	agent=none	cell type=hASC-derived adipocytes	chip antibody=PPARg(Santa Cruz Biotechnology, Cat# sc-7196)																								
SRX4174973	PPARG	Adipocyte	Adipocytes	MeSH Description=Cells in the body that store FATS, usually in the form of TRIGLYCERIDES. WHITE ADIPOCYTES are the predominant type and found mostly in the abdominal cavity and subcutaneous tissue. BROWN ADIPOCYTES are thermogenic cells that can be found in newborns of some species and hibernating mammals.	47620066,95.1,35.8,20483	GSM3177953: P4 Adipocytes PPARg ChIP; Homo sapiens; ChIP-Seq	source_name=Adipocytes	agent=none	cell type=hASC-derived adipocytes	chip antibody=PPARg(Santa Cruz Biotechnology, Cat# sc-7196)																								
SRX4174974	PPARG	Adipocyte	Adipocytes	MeSH Description=Cells in the body that store FATS, usually in the form of TRIGLYCERIDES. WHITE ADIPOCYTES are the predominant type and found mostly in the abdominal cavity and subcutaneous tissue. BROWN ADIPOCYTES are thermogenic cells that can be found in newborns of some species and hibernating mammals.	39997897,97.5,30.5,16567	GSM3177954: P5 Adipocytes PPARg ChIP; Homo sapiens; ChIP-Seq	source_name=Adipocytes	agent=none	cell type=hASC-derived adipocytes	chip antibody=PPARg(Santa Cruz Biotechnology, Cat# sc-7196)																								
SRX4212570	EZH2	Blood	Peripheral blood mononuclear cells	NA	24814674,94.3,5.8,5065	GSM3189489: CLLM1-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Mutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212572	EZH2	Blood	Peripheral blood mononuclear cells	NA	28571863,87.5,7.9,6977	GSM3189491: CLLM2-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Mutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212574	EZH2	Blood	Peripheral blood mononuclear cells	NA	27456397,92.5,6.7,4068	GSM3189493: CLLM3-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Mutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212576	EZH2	Blood	Peripheral blood mononuclear cells	NA	27764805,93.5,5.4,4652	GSM3189495: CLLUM1-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Unmutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212578	EZH2	Blood	Peripheral blood mononuclear cells	NA	32429215,67.8,13.2,8322	GSM3189497: CLLUM2-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Unmutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212580	EZH2	Blood	Peripheral blood mononuclear cells	NA	25294292,95.7,5.8,1641	GSM3189499: CLLUM3-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Unmutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212585	EZH2	Blood	Peripheral blood mononuclear cells	NA	30112095,91.6,7.6,609	GSM3189504: Normal-Bcell-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Normal healthy control	tumor classification=Normal B cells	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212587	EZH2	Blood	Peripheral blood mononuclear cells	NA	22754395,94.2,5.9,3649	GSM3189506: CLLUM4-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Unmutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212589	EZH2	Blood	Peripheral blood mononuclear cells	NA	25728964,95.0,5.6,1112	GSM3189508: CLLUM5-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Unmutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212591	EZH2	Blood	Peripheral blood mononuclear cells	NA	25760801,91.6,7.6,11514	GSM3189510: CLLUM6-EZH2-Ab; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Unmutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212593	EZH2	Blood	Peripheral blood mononuclear cells	NA	26856791,88.5,7.3,1892	GSM3189512: CLLM3-EZH2-Ab 2; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Mutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212595	EZH2	Blood	Peripheral blood mononuclear cells	NA	24186891,91.2,4.9,1483	GSM3189514: CLLM4-EZH2-Ab 2; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Mutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4212597	EZH2	Blood	Peripheral blood mononuclear cells	NA	29248251,90.9,6.3,2990	GSM3189516: CLLM5-EZH2-Ab 2; Homo sapiens; ChIP-Seq	source_name=Peripheral blood mononuclear cell	tumor type=Chronic lymphocytic leukemia	tumor classification=IGHV Mutated CLL	ngs seq=ChIP seq	chip antibody=EZH2 Ab																							
SRX4284003	CTCF	Blood	B cells	NA	51093391,80.3,13.6,45886	GSM3211732: GM09236 CTCF IP Rep1; Homo sapiens; ChIP-Seq	source_name=B-lymphocytes	biomaterial_provider=https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM09236&amp;Product=CC	cell line=GM09236	antibody=CTCF	tissue=B-lymphocytes																							
SRX4284004	CTCF	Blood	B cells	NA	41383051,93.6,14.0,43342	GSM3211733: GM09236 CTCF IP Rep2; Homo sapiens; ChIP-Seq	source_name=B-lymphocytes	biomaterial_provider=https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM09236&amp;Product=CC	cell line=GM09236	antibody=CTCF	tissue=B-lymphocytes																							
SRX4284007	CTCF	Blood	B cells	NA	40890719,86.1,31.0,44534	GSM3211736: GM09237 CTCF IP Rep1; Homo sapiens; ChIP-Seq	source_name=B-lymphocytes	biomaterial_provider=https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM09237&amp;Product=CC	cell line=GM09237	antibody=CTCF	tissue=B-lymphocytes																							
SRX4284008	CTCF	Blood	B cells	NA	42459209,94.5,13.2,49829	GSM3211737: GM09237 CTCF IP Rep2; Homo sapiens; ChIP-Seq	source_name=B-lymphocytes	biomaterial_provider=https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM09237&amp;Product=CC	cell line=GM09237	antibody=CTCF	tissue=B-lymphocytes																							
SRX4284011	CTCF	Blood	B cells	NA	57618005,90.1,15.7,45198	GSM3211740: GM04025 CTCF IP Rep1; Homo sapiens; ChIP-Seq	source_name=B-lymphocytes	biomaterial_provider=https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM04025&amp;Product=CC	cell line=GM04025	antibody=CTCF	tissue=B-lymphocytes																							
SRX4284012	CTCF	Blood	B cells	NA	53610027,77.9,14.2,43048	GSM3211741: GM04025 CTCF IP Rep2; Homo sapiens; ChIP-Seq	source_name=B-lymphocytes	biomaterial_provider=https://www.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=GM04025&amp;Product=CC	cell line=GM04025	antibody=CTCF	tissue=B-lymphocytes																							
SRX4288471	CTCF	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	92390968,73.8,5.0,15447	GSM3212925: lgs000379 CTCF HiChIP-seq; Homo sapiens; ChIP-Seq	source_name=CTCF HiChIP-seq	cell line=lymphoblastoid cell lines (LCLs)	disease=Systemic lupus erythematosus	race=European-American	gender=female	chip antibody=CTCF (Cell Signaling #3418, clone D31H2)																						
SRX4288472	CTCF	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	50680134,68.0,3.8,8335	GSM3212926: lgs101645 CTCF HiChIP-seq; Homo sapiens; ChIP-Seq	source_name=CTCF HiChIP-seq	cell line=lymphoblastoid cell lines (LCLs)	disease=Systemic lupus erythematosus	race=European-American	gender=male	chip antibody=CTCF (Cell Signaling #3418, clone D31H2)																						
SRX4288473	CTCF	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	107042962,75.3,6.6,11365	GSM3212927: lgs102580 CTCF HiChIP-seq; Homo sapiens; ChIP-Seq	source_name=CTCF HiChIP-seq	cell line=lymphoblastoid cell lines (LCLs)	disease=Systemic lupus erythematosus	race=European-American	gender=female	chip antibody=CTCF (Cell Signaling #3418, clone D31H2)																						
SRX4288474	CTCF	Blood	Lymphoblastoid cell line	Tissue=blood|Lineage=mesoderm|Description=parental cell type to lymphoblastoid cell lines	35335748,66.1,4.2,5801	GSM3212928: lgs102943 CTCF HiChIP-seq; Homo sapiens; ChIP-Seq	source_name=CTCF HiChIP-seq	cell line=lymphoblastoid cell lines (LCLs)	disease=Systemic lupus erythematosus	race=European-American	gender=female	chip antibody=CTCF (Cell Signaling #3418, clone D31H2)																						
