0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
SRX2044193	Prdm16	Adipocyte	Brown adipose tissue	source_name=Brown fat precursor cell	genotype/variation=Myf5Cre; Prdm16flox Exon9	source tissue=Brown adipose tissue	cell type=Immortalized adipocyte precursors	infected with=MSCV-Puromycin (control)																						
SRX2044195	Prdm16	Adipocyte	Brown adipose tissue	source_name=Brown fat precursor cell	genotype/variation=Myf5Cre; Prdm16flox Exon9	source tissue=Brown adipose tissue	cell type=Immortalized adipocyte precursors	infected with=MSCV-PRDM16 retrovirus																						
SRX204592	Rpa2	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Trp53bp1-/-																								
SRX204593	Rpa2	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Rif1F/FCd19Cre/+																								
SRX204594	Rpa2	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Cd19Cre/+																								
SRX204595	Rpa2	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Rif1F/FCd19Cre/+																								
SRX204596	Rpa2	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Cd19Cre/+																								
SRX204597	Rad51	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Rif1F/FCd19Cre/+																								
SRX204598	Rad51	Blood	B cells	source_name=Primary B cells	cell type=Splenocyte (B lymphocytes)	genotype=Cd19Cre/+																								
SRX204699	Cebpa	Liver	Liver	source_name=C/EBPalpha 0h	time point=0h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204700	Cebpa	Liver	Liver	source_name=C/EBPalpha 3h	time point=3h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204701	Cebpa	Liver	Liver	source_name=C/EBPalpha 8h	time point=8h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204702	Cebpa	Liver	Liver	source_name=C/EBPalpha 16h	time point=16h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204703	Cebpa	Liver	Liver	source_name=C/EBPalpha 24h	time point=24h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204704	Cebpa	Liver	Liver	source_name=C/EBPalpha 36h	time point=36h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204705	Cebpa	Liver	Liver	source_name=C/EBPalpha 48h	time point=48h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204706	Cebpa	Liver	Liver	source_name=C/EBPalpha 168h	time point=168h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204707	Cebpb	Liver	Liver	source_name=C/EBPbeta 0h	time point=0h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204708	Cebpb	Liver	Liver	source_name=C/EBPbeta 3h	time point=3h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204709	Cebpb	Liver	Liver	source_name=C/EBPbeta 8h	time point=8h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204710	Cebpb	Liver	Liver	source_name=C/EBPbeta 16h	time point=16h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204711	Cebpb	Liver	Liver	source_name=C/EBPbeta 24h	time point=24h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204712	Cebpb	Liver	Liver	source_name=C/EBPbeta 36h	time point=36h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204713	Cebpb	Liver	Liver	source_name=C/EBPbeta 48h	time point=48h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204714	Cebpb	Liver	Liver	source_name=C/EBPbeta 168h	time point=168h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX204724	Egr1	Liver	Liver	source_name=Egr1 36h	time point=36h	strain=C57BL6/J	age=7 weeks old	gender=male	tissue=Total hepatectomized liver																					
SRX2053270	Xbp1	Liver	Liver	source_name=normal liver	strain=C57Bl6-J	tissue=liver	genotype=wildtype																							
SRX2053271	Xbp1	Liver	Liver	source_name=liver: 7d after XBP1 silencing	strain=C57Bl6-J	tissue=liver	genotype=wildtype with shXBP1 (7 days)																							
SRX2053272	Xbp1	Liver	Liver	source_name=liver: 6h after partial hepatectomy	strain=C57Bl6-J	tissue=liver	genotype=wildtype																							
SRX2053273	Xbp1	Liver	Liver	source_name=liver: 7d after XBP1 silencing and 6h after partial hepatectomy	strain=C57Bl6-J	tissue=liver	genotype=wildtype with shXBP1 (7 days)																							
SRX2053274	Xbp1	Liver	Liver	source_name=liver: 48h after partial hepatectomy	strain=C57Bl6-J	tissue=liver	genotype=wildtype																							
SRX2053275	Xbp1	Liver	Liver	source_name=liver: 7d after XBP1 silencing and 48h after partial hepatectomy	strain=C57Bl6-J	tissue=liver	genotype=wildtype with shXBP1 (7 days)																							
SRX2053276	Xbp1	Liver	Liver	source_name=liver: 6h after sham operation	strain=C57Bl6-J	tissue=liver	genotype=wildtype																							
SRX2053277	Xbp1	Liver	Liver	source_name=liver: 48h after sham operation	strain=C57Bl6-J	tissue=liver	genotype=wildtype																							
SRX20580007	Gata6	Adipocyte	Brown adipose tissue	source_name=Brown adipose tissue	tissue=Brown adipose tissue	genotype=WT	age=E15.5																							
SRX20585734	Esr1	Uterus	Uterus	"source_name=Adult Co diestrus ERalpha, uterus"	tissue=mouse uterus	strain=CD-1	age=2 months	Stage=diestrus																						
SRX20585735	Esr1	Uterus	Uterus	"source_name=Adult Co estrus ERalpha, uterus"	tissue=mouse uterus	strain=CD-1	age=2 months	Stage=estrus																						
SRX20585736	Epas1	Uterus	Uterus	"source_name=Adult Co diestrus Hif2a, uterus"	tissue=mouse uterus	strain=CD-1	age=2 months	Stage=diestrus																						
SRX20585737	Epas1	Uterus	Uterus	"source_name=Adult Co estrus Hif2a, uterus"	tissue=mouse uterus	strain=CD-1	age=2 months	Stage=estrus																						
SRX20585738	Pgr	Uterus	Uterus	"source_name=Adult Co diestrus PgR, uterus"	tissue=mouse uterus	strain=CD-1	age=2 months	Stage=diestrus																						
SRX20585739	Pgr	Uterus	Uterus	"source_name=Adult Co estrus PgR, uterus"	tissue=mouse uterus	strain=CD-1	age=2 months	Stage=estrus																						
SRX205922	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=AIDtg_53BP1ko	chip dna treatment=ExoI																						
SRX205923	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=AIDtg_53BP1ko	chip dna treatment=Mbnuc																						
SRX205924	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=AIDtg_53BP1ko	chip dna treatment=RecJf																						
SRX205925	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell treatment=ATM inhibitor	cell cycle=G1																					
SRX205926	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell treatment=ATM inhibitor	cell cycle=G1																					
SRX205927	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko_ATMko																							
SRX205928	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko_ATMko																							
SRX205929	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=G1																						
SRX205930	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=G1																						
SRX205931	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=G1																						
SRX20593358	Ar	Blood	Thymocytes	source_name=Thymocytes	cell type=Thymocytes	treatment=100nM DHT in DMSO for 4hr																								
SRX20593359	Ar	Blood	Thymocytes	source_name=Thymocytes	cell type=Thymocytes	treatment=100nM DHT in DMSO for 4hr																								
SRX205934	Rad51	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko																							
SRX205935	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko																							
SRX205936	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko																							
SRX205937	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko																							
SRX205938	Rad51	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=SG2M																						
SRX205939	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=SG2M																						
SRX205940	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=SG2M																						
SRX205941	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=S																						
SRX205943	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=AIDtg_53BP1ko																							
SRX205944	Rad51	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=AIDwt																							
SRX205945	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=ER-IsceI_53BP1ko_AIDko	cell treatment=TAM 0h																						
SRX205946	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=ER-IsceI_53BP1ko_AIDko	cell treatment=TAM 24h																						
SRX205947	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=ER-IsceI_53BP1ko_AIDko	cell treatment=TAM 30min																						
SRX205948	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=ER-IsceI_53BP1ko_AIDko	cell treatment=TAM 3h																						
SRX205949	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=H2AXko	cell cycle=G1																						
SRX205951	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=H2AXko	cell cycle=G2M																						
SRX205952	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=H2AXko																							
SRX205953	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=H2AXko	cell cycle=S																						
SRX205954	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=H2AXko_UNGko_MSH2ko																							
SRX205955	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=IsceI_53BP1ko_AIDko																							
SRX205956	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=IsceI_53BP1ko_AIDko_RPAip	chip dna treatment=ExoI																						
SRX205957	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=IsceI_53BP1ko_AIDko	chip dna treatment=RecJf																						
SRX205960	Rpa1	Blood	Thymocytes	source_name=thymocyte	cell type=thymocyte	strain=C57BL/6	genotype=53BP1ko_ATMko																							
SRX205961	Rpa1	Blood	Thymocytes	source_name=thymocyte	cell type=thymocyte	strain=C57BL/6	genotype=53BP1ko_ATMko																							
SRX205962	Rpa1	Blood	Thymocytes	source_name=thymocyte	cell type=thymocyte	strain=C57BL/6	genotype=53BP1ko																							
SRX205963	Rpa1	Blood	Thymocytes	source_name=thymocyte	cell type=thymocyte	strain=C57BL/6	genotype=53BP1ko																							
SRX205964	Rpa1	Blood	Thymocytes	source_name=thymocyte	cell type=thymocyte	strain=C57BL/6	genotype=WT																							
SRX205965	Rpa1	Blood	Thymocytes	source_name=thymocyte	cell type=thymocyte	strain=C57BL/6	genotype=WT																							
SRX205967	Rpa1	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=53BP1ko	cell cycle=SG2M	cell treatment=ATM inhibitor																					
SRX205968	Rad51	Blood	B cells	source_name=in vitro activated B cells	cell type=in vitro activated B cells	strain=C57BL/6	genotype=AIDtg_53BP1ko																							
SRX205986	Ikzf1	Blood	B cells	source_name=primary pre-B cell	strain=a mix of C57BL/6 and 129	tissue=Fetal liver	cell type=primary pre-B cell																							
SRX205987	Ikzf1	Blood	B cells	source_name=primary pre-B cell	strain=a mix of C57BL/6 and 129	tissue=Fetal liver	cell type=primary pre-B cell																							
SRX20599249	Gli3	Neural	Cortex	source_name=forebrain cortex	tissue=forebrain cortex	genotype=mix																								
SRX2060970	Stat3	Blood	Macrophages	source_name=Bone Marrow Derived Macrophages	genotype=IL10-/-RAG2-/-	strain=129S6/SvEvTac	cell type=Bone Marrow Derived Macrophage																							
SRX2060971	Stat3	Blood	Macrophages	source_name=Bone Marrow Derived Macrophages	genotype=IL10-/-RAG2-/-	strain=129S6/SvEvTac	cell type=Bone Marrow Derived Macrophage																							
SRX2060972	Stat3	Blood	Macrophages	source_name=Bone Marrow Derived Macrophages	genotype=IL10-/-RAG2-/-	strain=129S6/SvEvTac	cell type=Bone Marrow Derived Macrophage																							
SRX2060973	Stat3	Blood	Macrophages	source_name=Bone Marrow Derived Macrophages	genotype=IL10-/-RAG2-/-	strain=129S6/SvEvTac	cell type=Bone Marrow Derived Macrophage																							
SRX2060974	Stat3	Blood	Macrophages	source_name=Bone Marrow Derived Macrophages	genotype=IL10-/-RAG2-/-	strain=129S6/SvEvTac	cell type=Bone Marrow Derived Macrophage																							
SRX206369	Med1	Blood	Pro-B cells	source_name=pro-B cell	strain=C57BL/6-129	cell type=38B9 cells																								
SRX206424	Gata2	Blood	Mast Cells	source_name=MAST	cell type=Mast cell	genetic background=B6CBA/F1 (a cross between a C57BL/6 and a CBA)																								
SRX206425	Gfi1	Blood	Mast Cells	source_name=MAST	cell type=Mast cell	genetic background=B6CBA/F1 (a cross between a C57BL/6 and a CBA)																								
SRX206481	Hdac3	Liver	Liver	source_name=Liver tissue	strain=C57BL/6	tissue=Liver	time=ZT10																							
SRX206483	Hdac3	Liver	Liver	source_name=Liver tissue	strain=C57BL/6	tissue=Liver	time=ZT10																							
SRX2067873	Crebbp	Blood	Hemangioblasts	source_name=d1 blast culture Flk1+ IVD cells	cell type=d1 blast culture Flk1+ IVD cells	dox treatment=0d																								
SRX2067874	Crebbp	Blood	Hemangioblasts	source_name=d1 blast culture Flk1+ IVD cells	cell type=d1 blast culture Flk1+ IVD cells	dox treatment=1d																								
SRX2068809	Leo1	Muscle	Myoblasts	source_name=Myoblasts shControl	cell type=mouse myoblasts																									
SRX2068810	Leo1	Muscle	Myotube	source_name=Myotubes shControl	cell type=mouse myotubes																									
SRX2068811	Leo1	Muscle	Myotube	source_name=Myotubes shPhf5a	cell type=mouse myotubes																									
SRX2069636	Ptf1a	Pancreas	Pancreas	source_name=pancreas	strain=C57BL/6	tissue=pancreas																								
SRX2069637	Ptf1a	Pancreas	Pancreas	source_name=pancreas	strain=C57BL/6	tissue=pancreas																								
SRX2069638	Ptf1a	Pancreas	Pancreas	source_name=pancreas	strain=C57BL/6	tissue=pancreas																								
SRX2069639	Ptf1a	Pancreas	Pancreas	source_name=pancreas	strain=C57BL/6	tissue=pancreas																								
SRX2071151	Pgr	Uterus	Uterus	source_name=whole uterus	age=8-10 weeks	"strain=C57BL6/6J, 129 mixed strain"	condition=ovariectomized																							
SRX20734186	Smarca4	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=unstimulated																					
SRX20734187	Smarca4	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 2h																					
SRX20734188	Smarca4	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=input control																					
SRX20734189	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=unstimulated																					
SRX20734190	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=unstimulated																					
SRX20734191	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 15'																					
SRX20734192	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 60'																					
SRX20734193	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 60'																					
SRX20734194	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 30'																					
SRX20734195	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 30'																					
SRX20734196	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 15'																					
SRX20734197	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 15'																					
SRX20734198	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 15'																					
SRX20734199	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=unstimulated																					
SRX20734200	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=unstimulated																					
SRX20734201	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=input control																					
SRX20734202	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=input control																					
SRX20734203	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 120'																					
SRX20734204	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 30'																					
SRX20734205	Irf3	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 120'																					
SRX20734206	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 30'																					
SRX20734207	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 60'																					
SRX20734208	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 60'																					
SRX20734209	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 120'																					
SRX20734210	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=input control																					
SRX20734211	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=input control																					
SRX20734212	Rela	Blood	Macrophages	source_name=Bone marrow	strain=C57BL/6	tissue=Bone marrow	cell line=primary culture	cell type=bone marrow-derived macrophages	treatment=stimulated 120'																					
SRX20759703	Rad21	Blood	Myeloid Progenitor Cells	source_name=FKBP12F36V_NIPBL_Ecomg myeloid progenitor cell line	cell line=FKBP12F36V_NIPBL_Ecomg myeloid progenitor cell line	cell type=Myeloid progenitor	treatment=Untreated +estradiol																							
SRX20759705	Rad21	Blood	Myeloid Progenitor Cells	source_name=FKBP12F36V_NIPBL_Ecomg myeloid progenitor cell line	cell line=FKBP12F36V_NIPBL_Ecomg myeloid progenitor cell line	cell type=Myeloid progenitor	treatment=dTAG treated +estradiol																							
SRX20793618	Smc1a	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=None																							
SRX20793619	Smc1a	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=None																							
SRX20793622	Smc1a	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=NMDA																							
SRX20793623	Smc1a	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=NMDA																							
SRX20793681	Ctcf	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=None																							
SRX20793682	Ctcf	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=None																							
SRX20793685	Ctcf	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=NMDA																							
SRX20793686	Ctcf	Neural	Cortical neuron	source_name=Mouse Cortical Neurons	cell type=Mouse Cortical Neurons	genotype=WT	treatment=NMDA																							
SRX20794974	Rbpj	Blood	BEko	source_name=Beko	cell line=Beko	cell type=Progenitor T-cell	treatment=Beko cells were treated for 24 hours with DMSO.																							
SRX20794975	Rbpj	Blood	BEko	source_name=Beko	cell line=Beko	cell type=Progenitor T-cell	treatment=Beko cells were treated for 24 hours with DMSO.																							
SRX20794984	Rbpj	Blood	BEko	source_name=Beko	cell line=Beko	cell type=Progenitor T-cell	treatment=Beko cells were treated for 24 hours with 10 mg/ml DAPT (GSI).																							
SRX20794985	Rbpj	Blood	BEko	source_name=Beko	cell line=Beko	cell type=Progenitor T-cell	treatment=Beko cells were treated for 24 hours with 10 mg/ml DAPT (GSI).																							
SRX20794986	Rbpj	Blood	BEko	source_name=Beko	cell line=Beko	cell type=Progenitor T-cell	treatment=Beko cells were treated for 24 hours with 10 mg/ml DAPT (GSI).																							
SRX20794987	Rbpj	Blood	BEko	source_name=Beko	cell line=Beko	cell type=Progenitor T-cell	treatment=Beko cells were treated for 24 hours with 10 mg/ml DAPT (GSI).																							
SRX20826938	Tbx3	Liver	Liver	source_name=Liver (P56)	tissue=Liver (P56)	genotype=BL/6Jax																								
SRX20851841	Klf2	Blood	CD8+ T cells	source_name=Spleen	tissue=Spleen	cell line=ex vivo	cell type=CD8 T cells	genotype=WT	strain=C57BL/6																					
SRX20851842	Klf2	Blood	CD8+ T cells	source_name=Spleen	tissue=Spleen	cell line=ex vivo	cell type=CD8 T cells	genotype=WT	strain=C57BL/6																					
SRX20851843	Foxp1	Blood	CD8+ T cells	source_name=Spleen	tissue=Spleen	cell line=ex vivo	cell type=CD8 T cells	genotype=WT	strain=C57BL/6																					
SRX20851844	Foxp1	Blood	CD8+ T cells	source_name=Spleen	tissue=Spleen	cell line=ex vivo	cell type=CD8 T cells	genotype=WT	strain=C57BL/6																					
SRX2088105	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=lactation day one	genotype=wild type																						
SRX2088106	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=lactation day one	genotype=wild type																						
SRX2088107	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 12 hours	genotype=wild type																						
SRX2088108	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 12 hours	genotype=wild type																						
SRX2088109	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 24 hours	genotype=wild type																						
SRX2088110	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 24 hours	genotype=wild type																						
SRX2088111	Nr3c1	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=lactation day one	genotype=wild type																						
SRX2088112	Nr3c1	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=lactation day one	genotype=wild type																						
SRX2088113	Nr3c1	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 12 hours	genotype=wild type																						
SRX2088114	Nr3c1	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 12 hours	genotype=wild type																						
SRX2088115	Nr3c1	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 24 hours	genotype=wild type																						
SRX2088116	Nr3c1	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 24 hours	genotype=wild type																						
SRX2088123	Stat3	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=lactation day one	genotype=wild type																						
SRX2088124	Stat3	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 12 hours	genotype=wild type																						
SRX2088125	Stat3	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 12 hours	genotype=wild type																						
SRX2088126	Stat3	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 24 hours	genotype=wild type																						
SRX2088127	Stat3	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=involution 24 hours	genotype=wild type																						
SRX2088128	Stat5a	Breast	Mammary glands	source_name=Mammary	strain=mixed	tissue=Mammary gland	state=lactation day one	genotype=heterozygous for Stat5 (Stat5+/-)																						
