ID	Transcription_Factor	Cell_type_class	Cell_type	Metadata
SRX205167	TAL1	Blood	Erythroid Cells	source_name=Erythroid cells | cell type=Erythroid cells | culture=Two-phase culture system as from Pope SH et al Two-phase liquid culture system models normal human adult erythropoiesis at the molecular level. Eur J Haematol. 2000;64:292-303 | time=10 days | individual=C2
SRX20517422	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes | treatment=none | cell type=primary human neonatal keratinocytes | tissue=Foreskin
SRX20662342	CBFB	Muscle	Skeletal muscle	source_name=Skeletal muscle cell | cell type=Primary Skeletal Muscle Cells, ATCC, PCS-950-010, adapted to 10% FBS in DMEM | chip antibodies=CBFβ (D4N2N) Rabbit mAb (#62184S) | treatment=untreated
SRX20871833	IRX2	Cardiovascular	Cardiac fibroblasts	source_name=Human cardiac fibroblast | cell type=Human cardiac fibroblast
SRX20995042	MTA2	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=Keratinocytes
SRX20995043	MTA2	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=Keratinocytes
SRX20995045	MTA2	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=Keratinocytes
SRX20995046	MTA2	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=Keratinocytes
SRX20995047	MTA2	Epidermis	Keratinocytes	source_name=skin | tissue=skin | cell type=Keratinocytes
SRX2166895	CTCF	Neural	Retina	source_name=retina | disease state=retinoblastoma xenograft
SRX22001610	CTCF	Uterus	Myometrium	source_name=Myometrium | pregnancy day=Term not in labor
SRX22001613	CTCF	Uterus	Myometrium	source_name=Myometrium | pregnancy day=Term not in labor
SRX2253220	CD74	Blood	B cells	source_name=Cll cells | diagnosis=CLL | patient number=p1 | patient age=71 | patient sex=Male | disease level=Binet B | activation=CD74 | cell type=B cells
SRX2253223	CD74	Blood	B cells	source_name=Cll cells | diagnosis=CLL | patient number=p2 | patient age=70 | patient sex=Male | disease level=Binet B | activation=CD74 | cell type=B cells
SRX2253226	CD74	Blood	B cells	source_name=Cll cells | diagnosis=CLL | patient number=p4 | patient age=75 | patient sex=Male | disease level=Binet B | activation=CD74 | cell type=B cells
SRX23045261	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=Vehicle
SRX23045262	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=Vehicle
SRX23045264	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFb
SRX23045265	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFb
SRX23045267	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFb+Adropin34-76
SRX23045268	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts | cell type=Human dermal fibroblasts | treatment=TGFb+Adropin34-76
SRX23335287	EZH2	Epidermis	Foreskin	source_name=foreskin fibroblasts | cell type=foreskin fibroblasts | age=0 | passage number=2
SRX23335293	EZH2	Blood	CD4+ T cells	source_name=CD4 T-cells | cell type=CD4 T-cells | age=17 | passage number=None
SRX23383575	TP63	Epidermis	Keratinocytes	source_name=epidermis | tissue=epidermis | cell line=primary, neonatal keratinocytes | cell type=progenitor
SRX23383577	TP63	Epidermis	Keratinocytes	source_name=epidermis | tissue=epidermis | cell line=primary, neonatal keratinocytes | cell type=differentiated
SRX2339193	CREBBP	Blood	B cells	source_name=germinal center B cells from human reactive tonsil | tissue=tonsil | cell type=germinal center B cell
SRX2343923	NOTCH1	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells | tissue=Large pulmonary artery endothelial cells | passages=7
SRX2343924	NOTCH1	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells | tissue=Large pulmonary artery endothelial cells | passages=7
SRX2343925	NOTCH1	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells | tissue=Large pulmonary artery endothelial cells | passages=7
SRX2343935	EP300	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells | tissue=Large pulmonary artery endothelial cells | passages=6
SRX2343936	EP300	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells | tissue=Large pulmonary artery endothelial cells | passages=6
SRX2343937	EP300	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells | tissue=Large pulmonary artery endothelial cells | passages=6
SRX24727518	STAT6	Blood	Monocytes	source_name=blood | tissue=blood | cell type=monocyte
SRX24727519	STAT6	Blood	Monocytes	source_name=blood | tissue=blood | cell type=monocyte
SRX24727520	STAT6	Blood	Monocytes	source_name=blood | tissue=blood | cell type=monocyte
SRX24727521	STAT6	Blood	Monocytes	source_name=blood | tissue=blood | cell type=monocyte
SRX25399425	REST	Epidermis	Foreskin	source_name=neonatal foreskin | tissue=neonatal foreskin | cell type=NHEM | disease stage=normal
SRX25399426	REST	Epidermis	Foreskin	source_name=neonatal foreskin | tissue=neonatal foreskin | cell type=NHEM | disease stage=normal
SRX25399427	REST	Epidermis	Foreskin	source_name=neonatal foreskin | tissue=neonatal foreskin | cell type=NHEM | disease stage=normal
SRX25399428	REST	Epidermis	Foreskin	source_name=neonatal foreskin | tissue=neonatal foreskin | cell type=NHEM | disease stage=normal
SRX25501808	LMNA	Epidermis	Dermal fibroblast	source_name=skin | tissue=skin | cell line=HDF-1 | cell type=Human dermal fibroblasts | treatment=With AR silencing
SRX25501811	LMNA	Epidermis	Dermal fibroblast	source_name=skin | tissue=skin | cell line=HDF-1 | cell type=Human dermal fibroblasts | treatment=With AR silencing
SRX25501812	LMNA	Epidermis	Dermal fibroblast	source_name=skin | tissue=skin | cell line=HDF-1 | cell type=Human dermal fibroblasts | treatment=With AR silencing
SRX25501818	LMNA	Epidermis	Dermal fibroblast	source_name=skin | tissue=skin | cell line=HDF-2 | cell type=Human dermal fibroblasts | treatment=With AR silencing
SRX25501819	LMNA	Epidermis	Dermal fibroblast	source_name=skin | tissue=skin | cell line=HDF-2 | cell type=Human dermal fibroblasts | treatment=With AR silencing
SRX25605817	DNA-RNA hybrid	Epidermis	Foreskin	source_name=Foreskin | tissue=Foreskin | cell line=HFKs | cell type=Keratinocytes | treatment=None
SRX2630138	GABPA	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2630287	NR2F2	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2630319	JUND	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2630359	RAD21	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2630361	ATF3	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2630463	TAF1	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2635807	NR2F2	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2635822	ZBTB33	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2635826	GABPA	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2635878	FOXA1	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2635903	YY1	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2635952	ATF3	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2635956	ZBTB33	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2635980	MAX	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2636009	HNF4A	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2636084	HNF4A	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2636093	CTCF	Neural	Bipolar spindle neurons	age=53 year | donor ID=ENCDO336AAA | dev stage=adult | sample type=in vitro differentiated cells | cell type=bipolar spindle neuron
SRX2636235	FOXA1	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2636353	JUND	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2636405	SMARCA4	Neural	Bipolar spindle neurons	age=53 year | donor ID=ENCDO336AAA | dev stage=adult | sample type=in vitro differentiated cells | cell type=bipolar spindle neuron
SRX2636489	RAD21	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX2636588	YY1	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2636602	MAX	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX2661481	STAT3	Blood	Th17 Cells	source_name=Th17_STAT3 | tissue=healthy neonates | tissue=Umbilical cord blood | cell type=primary human CD4+ T cells
SRX2661483	STAT3	Blood	Th17 Cells	source_name=Th17_STAT3 | tissue=healthy neonates | tissue=Umbilical cord blood | cell type=primary human CD4+ T cells
SRX2731775	CTCF	Neural	Neuroblastoma	source_name=Neuroblastoma | cell line=SHEP-21N | input=SHEP21_0HR_INPUT | treatment=None | growth protocol=10% Tet-Free FBS, RPMI
SRX2731786	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma | cell line=SHEP with tetracycline inducible MYCN | input=SHEP_INPUT | treatment=0.2ug/ml doxycycline | growth protocol=10% Tet-Free FBS, RPMI
SRX2731789	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma | cell line=SHEP with tetracycline inducible MYCN | input=SHEP_INPUT | treatment=0.2ug/ml doxycycline | growth protocol=10% Tet-Free FBS, RPMI
SRX2770845	CEBPB	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages, IFN-γ, C/EBPB ChIP | disease state=healthy | tissue=peripheral blood | cell type=primary human monocyte-derived macrophages | treatment=IFN-gamma
SRX2770847	CEBPB	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages, untreated, C/EBPB ChIP | disease state=healthy | tissue=peripheral blood | cell type=primary human monocyte-derived macrophages | treatment=none
SRX2770855	SPI1	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages, IFN-γ, PU.1 ChIP | disease state=healthy | tissue=peripheral blood | cell type=primary human monocyte-derived macrophages | treatment=IFN-gamma
SRX2770857	SPI1	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages, untreated, PU.1 ChIP | disease state=healthy | tissue=peripheral blood | cell type=primary human monocyte-derived macrophages | treatment=none
SRX2770860	SMC1A	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages, untreated, SMC1 ChIP | disease state=healthy | tissue=peripheral blood | cell type=primary human monocyte-derived macrophages | treatment=none
SRX2821737	FOSL1	Blood	CD4+ T cells	source_name=blood | tissue=blood | cell type=CD4+ T cells | treatment=resting | fixation=fixed
SRX2821739	FOSL1	Blood	CD4+ T cells	source_name=blood | tissue=blood | cell type=CD4+ T cells | treatment=stimulated | fixation=fixed
SRX2941476	PBXIP1	Bone	Chondrocytes	source_name=Cartilage | cell type=Chondrocytes | passages=Primary
SRX2966969	POU5F1	Gonad	Testis	source_name=Fetal testis | cell type=2nd trimester human fetal testis
SRX3010016	CTCF	Liver	Hepatocytes	age=5 day | donor ID=ENCDO222AAA | dev stage=embryonic | sample type=in vitro differentiated cells | cell type=hepatocyte | health state=healthy
SRX3010017	CTCF	Liver	Hepatocytes	age=5 day | donor ID=ENCDO222AAA | dev stage=embryonic | sample type=in vitro differentiated cells | cell type=hepatocyte | health state=healthy
SRX3010191	CTCF	Neural	Bipolar spindle neurons	age=53 year | donor ID=ENCDO336AAA | dev stage=adult | sample type=in vitro differentiated cells | cell type=bipolar spindle neuron
SRX3010195	EZH2	Neural	Bipolar spindle neurons	age=53 year | donor ID=ENCDO336AAA | dev stage=adult | sample type=in vitro differentiated cells | cell type=bipolar spindle neuron
SRX3010220	CTCF	Blood	Neutrophils	dev stage=unknown | cell type=neutrophil | sample type=primary cell | donor ID=ENCDO055UKA | age=unknown
SRX3010298	EZH2	Liver	Hepatocytes	age=5 day | donor ID=ENCDO222AAA | dev stage=embryonic | sample type=in vitro differentiated cells | cell type=hepatocyte | health state=healthy
SRX3056629	CTCF	Blood	Erythroblasts	source_name=Adult erythroblasts_CTCF_ChIP | tissue=Adult peripheral blood | cell type=CD34+ derived erythroblasts | differentiation stage=Day 11
SRX3089968	NCOA4	Blood	Erythroblasts	source_name=erythroblasts | cell type=erythroblasts
SRX3240988	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D0 | cell line=hMSC-TERT4 | differentiation stage=D0
SRX3240990	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_4h | cell line=hMSC-TERT4 | differentiation stage=4h
SRX3240992	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D1 | cell line=hMSC-TERT4 | differentiation stage=D1
SRX3240994	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D3 | cell line=hMSC-TERT4 | differentiation stage=D3
SRX3240996	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D7 | cell line=hMSC-TERT4 | differentiation stage=D7
SRX3240998	MED1	Others	Mesenchymal stem cells	source_name=hMSC-TERT4_MED1_D14 | cell line=hMSC-TERT4 | differentiation stage=D14
SRX3244993	CEBPB	Blood	Macrophages	source_name=Primary human monocyte-derived macrophages | tissue=peripheral blood | cell type=monocytes
SRX3288978	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10
SRX3288979	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10
SRX3288980	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10
SRX3288981	IRF3	Lung	Bronchial tracheal epithelial cells	source_name=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | cell type=Primary Human Bronchial/Tracheal Epithelial Cells (HBTEC) | passage=&lt;10
SRX3321880	FOXA2	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX3322104	CTCF	Prostate	Prostate epithelial cells	cell type=epithelial cell of prostate | sample_type=primary cell | age=unknown | donor ID=ENCDO569WSJ | dev_stage=unknown
SRX3322185	HNF4G	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX3322234	FOXA2	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX3323032	REST	Liver	Liver	tissue=liver | age=32 year | donor ID=ENCDO060AAA | dev stage=adult | sample type=tissue | health state=healthy with non-obstructive CAD (coronary artery disease)
SRX3323082	REST	Liver	Liver	age=4 year | dev stage=child | donor ID=ENCDO882MMZ | tissue=liver | health state=healthy | sample type=tissue
SRX3445723	ZNF341	Blood	B cells	source_name=ZNF341_ChIPSeq, EBV-transformed B cells | cell type=EBV-transformed B cells
SRX3511908	YAP1	Epidermis	Dermal fibroblast	source_name=HDF | cell type=Dermal fibroblast (LONZA CC-2511) | passage=Passage 9 | treatment=5 ng TGFb1/mL for 24h
SRX3511910	YAP1	Epidermis	Dermal fibroblast	source_name=HDF | cell type=Dermal fibroblast (LONZA CC-2511) | passage=Passage 9 | treatment=control
SRX3584193	AR	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584194	AR	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584195	AR	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584197	RUNX1	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584198	RUNX1	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584199	RUNX1	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584201	CEBPB	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584202	CEBPB	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3584203	CEBPB	Gonad	Epididymis	source_name=Epididymis | cell type=Primary human epididymis cells
SRX3586330	NR3C1	Blood	Macrophages	source_name=Adult Human Peripheral Blood | tissue=Adult Human Peripheral Blood | cell type=Macrophages | donor=Buffycoat 11
SRX3586332	NR3C1	Blood	Macrophages	source_name=Adult Human Peripheral Blood | tissue=Adult Human Peripheral Blood | cell type=Macrophages | donor=Buffycoat 45
SRX3586366	RUNX1	Blood	Pre-B lymphoblast cells	source_name=Pre-B lymphoblast cells | cell type=Blast from BCP-ALL patient | tissue=Bone marrow | disease state=Human BCP-ALL
SRX3586367	RUNX1	Blood	Pre-B lymphoblast cells	source_name=Pre-B lymphoblast cells | cell type=Blast from BCP-ALL patient | tissue=Bone marrow | disease state=Human BCP-ALL
SRX3642947	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1 | cell type=primary human neonatal keratinocytes
SRX3642948	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1 | cell type=primary human neonatal keratinocytes
SRX3642949	PRMT1	Epidermis	Keratinocytes	source_name=human keratinoctyes expressing HA-PRMT1 | cell type=primary human neonatal keratinocytes
SRX3655131	PBX1	Blood	Natural Killer T-Cells	source_name=Decidua NK cells | tissue=decidua tissue | cell type=CD56+CD3- NK cells
SRX3666490	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45 | subject id=45 | cell type=PHA-stimulated human T-lymphocytes
SRX3666492	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 45 | subject id=45 | cell type=PHA-stimulated human T-lymphocytes
SRX3666496	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 90 | subject id=90 | cell type=PHA-stimulated human T-lymphocytes
SRX3666498	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 90 | subject id=90 | cell type=PHA-stimulated human T-lymphocytes
SRX3666502	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 104 | subject id=104 | cell type=PHA-stimulated human T-lymphocytes
SRX3666504	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 104 | subject id=104 | cell type=PHA-stimulated human T-lymphocytes
SRX3666508	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 116 | subject id=116 | cell type=PHA-stimulated human T-lymphocytes
SRX3666510	TP53	Blood	T cells	source_name=PHA-stimulated human T-lymphocytes from healthy volunteer # 116 | subject id=116 | cell type=PHA-stimulated human T-lymphocytes
SRX3703142	MEF2B	Blood	B cells	source_name=germinal center B cells | tissue=tonsil
SRX3768714	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+ | cell type=FL-HSPC
SRX3768715	MLLT3	Blood	CD34 Hematopoietic stem cells	source_name=human FL CD34+CD38-/lowCD90+ | cell type=FL-HSPC
SRX3768721	MLLT3	Blood	Erythroblasts	source_name=human FL CD34-CD71+CD235a+ | cell type=FL-Erythroblasts
SRX382354	RNF2	Epidermis	Melanocytes	source_name=Hmel human melanocytes, RNF2 ChIP | cell line=HMEL-BRAFV600E | cell type=immortalized melanocytes
SRX3946905	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteoblast diff 7d | cell line=BM-hMSC-TERT4 | differentiation status=osteoblast | timepoint=7d
SRX3946907	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteoblast diff 3d | cell line=BM-hMSC-TERT4 | differentiation status=osteoblast | timepoint=3d
SRX3946909	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteoblast diff 1d | cell line=BM-hMSC-TERT4 | differentiation status=osteoblast | timepoint=1d
SRX3946911	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteoblast diff 4h | cell line=BM-hMSC-TERT4 | differentiation status=osteoblast | timepoint=4h
SRX3946913	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 undifferentiated | cell line=BM-hMSC-TERT4 | differentiation status=undifferentiated | timepoint=n/a
SRX3946915	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteAdlast diff 4h | cell line=BM-hMSC-TERT4 | differentiation status=adipocyte | timepoint=4h
SRX3946917	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteAdlast diff 1d | cell line=BM-hMSC-TERT4 | differentiation status=adipocyte | timepoint=1d
SRX3946919	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteAdlast diff 3d | cell line=BM-hMSC-TERT4 | differentiation status=adipocyte | timepoint=3d
SRX3946921	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteAdlast diff 7d | cell line=BM-hMSC-TERT4 | differentiation status=adipocyte | timepoint=7d
SRX3946923	MED1	Others	Mesenchymal stem cells	source_name=BM-hMSC-TERT4 osteAdlast diff 14d | cell line=BM-hMSC-TERT4 | differentiation status=adipocyte | timepoint=14d
SRX396253	TP53	Others	Fibroblasts	source_name=diploid fibroblast | factor=p53 | condition=RIS
SRX396256	TP53	Others	Fibroblasts	source_name=diploid fibroblast | factor=p53 | condition=DDR
SRX396257	TP53	Others	Fibroblasts	source_name=diploid fibroblast | factor=p53 | condition=DDR
SRX396258	TP53	Others	Fibroblasts	source_name=diploid fibroblast | factor=p53 | condition=DDR
SRX4046303	CXXC1	Blood	Erythroblasts	source_name=erythroblast | cell type=Adult erythroblasts | number of sonications=1
SRX4174971	PPARG	Adipocyte	Adipocytes	source_name=Adipocytes | agent=none | cell type=hASC-derived adipocytes
SRX4174972	PPARG	Adipocyte	Adipocytes	source_name=Adipocytes | agent=none | cell type=hASC-derived adipocytes
SRX4174973	PPARG	Adipocyte	Adipocytes	source_name=Adipocytes | agent=none | cell type=hASC-derived adipocytes
SRX4174974	PPARG	Adipocyte	Adipocytes	source_name=Adipocytes | agent=none | cell type=hASC-derived adipocytes
SRX4212572	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Mutated CLL | ngs seq=ChIP seq
SRX4212574	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Mutated CLL | ngs seq=ChIP seq
SRX4212578	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Unmutated CLL | ngs seq=ChIP seq
SRX4212580	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Unmutated CLL | ngs seq=ChIP seq
SRX4212589	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Unmutated CLL | ngs seq=ChIP seq
SRX4212591	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Unmutated CLL | ngs seq=ChIP seq
SRX4212595	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Mutated CLL | ngs seq=ChIP seq
SRX4212597	EZH2	Blood	Peripheral blood mononuclear cells	source_name=Peripheral blood mononuclear cell | tumor type=Chronic lymphocytic leukemia | tumor classification=IGHV Mutated CLL | ngs seq=ChIP seq
SRX4284004	CTCF	Blood	B cells	source_name=B-lymphocytes | cell line=GM09236 | tissue=B-lymphocytes
SRX4284008	CTCF	Blood	B cells	source_name=B-lymphocytes | cell line=GM09237 | tissue=B-lymphocytes
SRX4284012	CTCF	Blood	B cells	source_name=B-lymphocytes | cell line=GM04025 | tissue=B-lymphocytes
SRX4345357	NFATC2	Blood	CD4+ T cells	source_name=ChIP-seq_NFAT1_Act.5 h | subject status=healthy donor | tissue=peripheral blood | cell type=primary naive CD4 T cells | activation=Act. 5 h with anti-CD3 and -CD28 antibodies
SRX4345359	NFATC2	Blood	CD4+ T cells	source_name=ChIP-seq_NFAT1_Act.5 h_without_CD28 | subject status=healthy donor | tissue=peripheral blood | cell type=primary naive CD4 T cells | activation=Act. 5 h with anti-CD3 antibody
SRX4345361	NFATC1	Blood	CD4+ T cells	source_name=ChIP-seq_NFAT2_Act.5 h | subject status=healthy donor | tissue=peripheral blood | cell type=primary naive CD4 T cells | activation=Act. 5 h with anti-CD3 and -CD28 antibodies
SRX4345366	NFKB1	Blood	CD4+ T cells	source_name=ChIP-seq_NFƘB_Act.5 h | subject status=healthy donor | tissue=peripheral blood | cell type=primary naive CD4 T cells | activation=Act. 5 h with anti-CD3 and -CD28 antibodies
SRX4389613	CBX4	Others	Mesenchymal stem cells	source_name=CBX4-/- hMSC induced with lentiviruses expressing Flag-CBX4, sample incubated with Flag antibody | cell type=MSC | passages=p8
SRX447388	LMNA	Epidermis	Dermal fibroblast	source_name=normal primary dermal fibroblasts | cell line=-- | cell type=normal primary dermal fibroblasts | passages=5-7
SRX469460	EBF1	Adipocyte	Adipose stromal cell	source_name=hASC_anti_EBF1 | cell type=Adipose stromal cell (ASC) adipocyte
SRX4712348	LDB1	Blood	Macrophages	source_name=differentiated macrophages - acute monocytic leukemia derived | cell type=differentiated macrophages - acute monocytic leukemia derived
SRX476914	SNAI2	Epidermis	Keratinocytes	source_name=keratinocytes_control shRNA_growth medium_SNAI2-ChIPseq | cell type=Human keratinocytes | genotype/variation=control shRNA | culture medium=growth medium
